anon_userid,Timestamp,Answer Rank,Who Am I?,sorting,coder,Code,Valence
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,2,I like science,0.091728091,clara,25,positive
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,2,I like science,0.091728091,clara,24,positive
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,1,I am a human,0.115697096,clara,21,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,20,....,0.21792144800000002,clara,48,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,19,....,0.220444004,clara,48,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,10,I don't know,0.43831925,clara,20,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,8,I like being human,0.451698421,clara,24,positive
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,8,I like being human,0.451698421,clara,21,human
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,12,...,0.551931701,frank,48,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,9,I am a kid,0.62584185,frank,4,child
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,17,....,0.6425048729999999,frank,48,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,18,....,0.648739022,frank,48,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,4,I am a soccer player,0.661928975,frank,29,neutral
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,5,I am considered athletic,0.7440699540000001,frank,29,neutral
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,11,I don't know,0.82899952,frank,20,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,3,I was in math academy,0.85433372,frank,25,neutral
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,14,......,0.9196394040000001,frank,48,none
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,6,I am in middle school,0.9346434779999999,frank,22,middleschooler
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,6,I am in middle school,0.9346434779999999,frank,14,neutral
stu_ISMGM5117Q,2022/03/15 1:57:42 PM AST,13,.....,0.996844953,frank,48,none
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,12,a fisherman,0.059639414,clara,31,neutral
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,8,a kid,0.092837076,clara,22,kid
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,8,a kid,0.092837076,clara,4,kid
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,5,an aisian,0.228883408,clara,6,asian
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,11,a [POPULAR VIDEO GAME] player,0.311255414,clara,28,neutral
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,10,a football kid,0.37013564,clara,29,neutral
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,10,a football kid,0.37013564,clara,4,kid
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,3,a human,0.464937936,clara,21,none
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,4,a friend,0.501950051,clara,10,neutral
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,16,,0.612359645,frank,48,none
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,2,at [SCHOOL NAME],0.621097417,frank,14,neutral
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,1,an 8th grader,0.699431754,frank,14,neutral
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,6,a gamer,0.7689951890000001,frank,28,neutral
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,19,,0.824497813,frank,48,none
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,17,,0.828865548,frank,48,none
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,14,,0.8303592390000001,frank,48,none
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,9,a teen,0.870333749,frank,22,teenager
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,7,a playa,0.879522055,frank,44,neutral
stu_JYAJW1106C,2022/03/16 8:30:10 PM AST,15,,0.9561294109999999,frank,48,none
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,6,I'm Korean,0.021658899,clara,7,korean
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,9,I'm a cracked fortnite gamer,0.027191612,clara,28,positive
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,3,I'm a friend of [FIRST NAME],0.085600118,clara,10,neutral
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,8,I'm [FIRST NAME],0.19954809199999998,clara,5,none
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,1,I'm human,0.27745161399999996,clara,21,none
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,7,I'm Asian,0.358960692,clara,6,asian
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,4,I'm [NAME INITIALS]'s friend,0.568134904,frank,10,neutral
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,11,Im a mathematician,0.580394864,frank,25,neutral
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,12,Im an architectural designer,0.581893063,frank,26,neutral
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,12,Im an architectural designer,0.581893063,frank,25,neutral
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,20,,0.7347469759999999,frank,48,none
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,5,I'm a playa,0.7642446279999999,frank,44,neutral
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,2,I'm in [SCHOOL NAME],0.8763530079999999,frank,14,neutral
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,18,,0.88038497,frank,48,none
stu_KGGVG8695W,2022/03/15 2:02:22 PM AST,10,Im a duck,0.912659715,frank,48,none
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,6,outside and inside guy,0.048482542,clara,44,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,9,computer science/coding,0.17442111600000001,clara,27,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,8,2 languages,0.22743995600000003,clara,22,bilingual
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,11,love to try foods from other cultures,0.309516232,clara,31,positive
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,11,love to try foods from other cultures,0.309516232,clara,24,positive
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,18,watching basketball,0.313009597,clara,47,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,2,A athlete,0.368795111,clara,29,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,16,watching hockey,0.530745192,frank,47,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,7,early to everything,0.5529520729999999,frank,43,none
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,20,[POPULAR SKIING MOUNTAIN] :),0.556596422,frank,29,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,1,A friend/happy/caring,0.568820855,frank,10,positive
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,10,films/editing,0.571453726,frank,27,neural
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,3,a hard worker,0.605881679,frank,41,positive
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,19,watching baeball,0.622514606,frank,47,neutralneutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,19,watching baeball,0.622514606,frank,29,neutralneutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,14,going on very fast/big roller coasters,0.636175015,frank,47,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,12,going to new places,0.638512339,frank,31,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,13,seeing live sporting events,0.7041665579999999,frank,29,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,17,watching soccer,0.713545764,frank,47,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,17,watching soccer,0.713545764,frank,29,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,4,"skier, snowboarder, and a surfer sometimes",0.8032898709999999,frank,29,neutral
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,5,A math person,0.873004472,frank,25,positive
stu_MMPEO7609Y,2022/03/18 10:03:01 AM AST,15,watching football,0.9722718359999999,frank,47,neutral
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,10,[FIRST & LAST NAME],0.027307712,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,13,[FIRST & LAST NAME],0.029395694,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,20,[FIRST & LAST NAME],0.036486049,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,18,[FIRST & LAST NAME],0.053068185,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,9,[FIRST & LAST NAME],0.054946642000000004,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,6,[FIRST & LAST NAME],0.099704274,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,15,[FIRST & LAST NAME],0.20534925199999998,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,2,Student,0.211386338,clara,14,neutral
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,5,[FIRST & LAST NAME],0.30251801100000003,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,14,[FIRST & LAST NAME],0.44829381799999996,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,11,[FIRST & LAST NAME],0.450532324,clara,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,4,[FIRST & LAST NAME],0.578295067,frank,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,17,[FIRST & LAST NAME],0.644053316,frank,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,1,[FIRST & LAST NAME],0.663049349,frank,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,16,[FIRST & LAST NAME],0.7263875870000001,frank,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,8,[FIRST & LAST NAME],0.81775028,frank,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,3,Teenage girl,0.951904634,frank,22,teenager
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,3,Teenage girl,0.951904634,frank,2,girl
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,3,Teenage girl,0.951904634,frank,4,teenager
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,7,[FIRST & LAST NAME],0.9534589790000001,frank,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,12,[FIRST & LAST NAME],0.9549807579999999,frank,5,none
stu_MPFAT1157P,2022/03/15 5:15:39 PM AST,19,[FIRST & LAST NAME],0.9965662190000001,frank,5,none
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,1,I love Soccer,0.031376745,clara,29,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,1,I love Soccer,0.031376745,clara,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,14,I love soccer,0.083384116,clara,29,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,14,I love soccer,0.083384116,clara,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,10,I love my best friend [FIRST NAME],0.12197277699999999,clara,10,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,9,I love my best friend [FIRST NAME],0.16129204,clara,10,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,16,I love playing wing-back in soccer,0.16343505,clara,29,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,16,I love playing wing-back in soccer,0.16343505,clara,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,5,I love music,0.18223474,clara,26,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,5,I love music,0.18223474,clara,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,18,I have good grades and work hard,0.197191287,clara,41,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,18,I have good grades and work hard,0.197191287,clara,14,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,2,I love dogs,0.274070172,clara,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,6,Soccer is my life,0.311794283,clara,29,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,19,I strongly dislike math,0.370884593,clara,25,negative
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,19,I strongly dislike math,0.370884593,clara,24,negative
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,11,I love my best friend [FIRST NAME],0.392522996,clara,10,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,4,I love my sister,0.43262709299999996,clara,12,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,8,I love La Jolla/Ventura,0.461431799,clara,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,15,I love soccer,0.499266274,clara,29,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,15,I love soccer,0.499266274,clara,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,13,I love acting,0.602366453,frank,26,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,13,I love acting,0.602366453,frank,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,20,I love soccer,0.630235074,frank,29,neutral
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,20,I love soccer,0.630235074,frank,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,12,I love Soccer,0.677927262,frank,29,neutral
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,12,I love Soccer,0.677927262,frank,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,7,I care about my grades,0.7230745359999999,frank,25,neutral
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,3,I love my parents,0.7671451,frank,24,positive
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,3,I love my parents,0.7671451,frank,12,neutral
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,17,I love talk to my friends,0.904013264,frank,31,neutral
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,17,I love talk to my friends,0.904013264,frank,10,neutral
stu_MYPPF5696O,2022/03/15 2:04:19 PM AST,17,I love talk to my friends,0.904013264,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,18,I like listening to documentaries,0.017716789,clara,31,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,18,I like listening to documentaries,0.017716789,clara,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,15,I like playing baseball,0.08343545,clara,29,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,15,I like playing baseball,0.08343545,clara,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,5,I am 15 years old,0.089176556,clara,4,15
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,8,I like reading books,0.21400962199999998,clara,25,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,8,I like reading books,0.21400962199999998,clara,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,10,I am friendly,0.26015176100000004,clara,44,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,6,I live in [CITY],0.316833872,clara,9,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,20,I love my family,0.326594382,clara,12,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,14,I like watching action movies or science fiction movies,0.632174417,frank,31,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,14,I like watching action movies or science fiction movies,0.632174417,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,13,I like learning about anything medical,0.635691682,frank,25,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,13,I like learning about anything medical,0.635691682,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,11,I like playing games,0.658228949,frank,28,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,11,I like playing games,0.658228949,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,7,I excel in Mathematics,0.782149722,frank,25,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,17,I like observing things like animal behavior,0.8108617690000001,frank,31,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,17,I like observing things like animal behavior,0.8108617690000001,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,16,I like solving puzzles,0.8274942670000001,frank,31,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,16,I like solving puzzles,0.8274942670000001,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,3,I am FIlipino,0.8527746009999999,frank,7,filipino
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,12,I like biology,0.8598992129999999,frank,25,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,12,I like biology,0.8598992129999999,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,2,I'm a second child,0.884424914,frank,12,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,19,I like talking with my sister,0.888968667,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,19,I like talking with my sister,0.888968667,frank,12,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,9,I like playing badminton,0.899278482,frank,29,neutral
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,9,I like playing badminton,0.899278482,frank,24,positive
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,4,I was born at [BIRTHDATE],0.94103354,frank,4,not sure
stu_PTDFD3837B,2022/05/16 3:27:47 PM AST,1,"I am [FIRST, MIDDLE & LAST NAME]",0.963547886,frank,5,none
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,11,I am big,0.01217307,clara,35,neutral
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,20,I like spring,0.031678318,clara,24,positive
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,12,I LOVE math,0.174716018,clara,25,positive
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,12,I LOVE math,0.174716018,clara,24,positive
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,2,I like water,0.207000779,clara,24,positive
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,1,I'm a boy,0.352450327,clara,2,boy
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,6,In 8th grade,0.447965321,clara,22,8thgrade
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,6,In 8th grade,0.447965321,clara,4,8thgrade
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,6,In 8th grade,0.447965321,clara,14,neutral
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,8,I play baseball,0.488563265,clara,29,neutral
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,18,I don't like soccer,0.53842879,frank,29,negative
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,18,I don't like soccer,0.53842879,frank,24,negative
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,14,I'm not short,0.60075085,frank,35,neutral
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,7,Going to high school next year,0.604011202,frank,14,middleschooler
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,7,Going to high school next year,0.604011202,frank,4,teenager
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,17,I like baseball,0.616066404,frank,29,neutral
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,17,I like baseball,0.616066404,frank,24,positive
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,16,I like computers,0.664252274,frank,27,neutral
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,16,I like computers,0.664252274,frank,24,positive
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,3,Food is enjoyable,0.675290697,frank,24,positive
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,19,I don't like winter,0.679839621,frank,24,negative
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,5,I am an Aquarius,0.749401441,frank,22,aquarius
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,4,Air is pretty nice,0.840035787,frank,48,none
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,15,I think I'm smart,0.855267895,frank,43,positive
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,10,I am tall,0.868112641,frank,35,neutral
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,13,School is okay,0.8889267359999999,frank,14,neutral
stu_QBTFP2812O,2022/03/15 6:03:12 PM AST,9,I'm good at baseball,0.985532678,frank,29,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,16,a reader,0.089375161,clara,25,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,4,involved,0.102886041,clara,43,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,2,bisexual,0.146006532,clara,3,bisexual
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,1,In an honors 8 math class,0.161759235,clara,14,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,8,Going to [SCHOOL NAME] for highshool,0.21691313899999998,clara,14,neutral
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,17,love to sing,0.341698864,clara,26,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,17,love to sing,0.341698864,clara,24,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,3,Funny,0.43695636299999996,clara,44,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,9,[FIRST & LAST NAME],0.449596083,clara,5,none
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,6,confident,0.454933266,clara,45,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,7,A reader,0.46553042200000005,clara,25,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,19,crafter,0.46755336700000005,clara,26,neutral
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,12,Friendly,0.556154704,frank,44,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,5,hopefully pretty,0.575823463,frank,35,positive
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,11,A hopeless romantic,0.5959747710000001,frank,44,neutral
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,20,The girl on [A YOUTUBE CHANNEL],0.6351786389999999,frank,27,neutral
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,20,The girl on [A YOUTUBE CHANNEL],0.6351786389999999,frank,2,girl
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,15,Want to be a writer,0.63648785,frank,25,neutral
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,10,Brown short hair,0.646166739,frank,35,neutral
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,14,A polar bear in a past life,0.682070375,frank,48,none
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,18,"very uncultured, but I am trying to get better",0.754077647,frank,44,neutral
stu_QVQAC5837Q,2022/03/15 1:51:50 PM AST,13,In my best life,0.860441268,frank,42,positive
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,17,missing,0.01818394,clara,48,none
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,3,Friendly,0.0590155,clara,44,positive
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,1,Son,0.103269739,clara,12,neutral
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,1,Son,0.103269739,clara,2,boy
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,19,silly,0.1412559,clara,45,neutral
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,20,I am [FIRST & LAST NAME],0.214221777,clara,5,none
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,2,Student,0.25174745600000004,clara,14,neutral
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,4,myself,0.31122059,clara,19,none
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,16,unhappy,0.315455871,clara,45,negative
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,12,popular (Alot of my close friends say this),0.37178489,clara,46,positive
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,15,unstable,0.381554671,clara,42,negative
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,6,Bisexual,0.50128409,clara,3,bisexual
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,10,stupid,0.564166492,frank,43,negative
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,18,talkative,0.5662289229999999,frank,44,neutral
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,7,happy,0.6147664860000001,frank,45,positive
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,14,male,0.643669908,frank,1,m
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,8,crazy,0.650226937,frank,45,neutral
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,9,smart,0.681528578,frank,43,positive
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,5,awake,0.736991485,frank,47,neutral
stu_TBLLD7751R,2022/05/16 2:25:58 PM AST,11,interesting,0.999027676,frank,40,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,18,courages,0.016764433000000002,clara,41,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,1,i am a latino,0.061777834000000004,clara,7,latino
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,17,intellegente,0.077569866,clara,,
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,5,i have too many uncles to count,0.17470871,clara,12,neutral
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,19,strong,0.21470471800000002,clara,43,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,2,i am a 15 years old,0.290740182,clara,4,15
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,6,my only grandparent lives in mexico,0.32640386600000004,clara,12,neutral
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,13,i am lazy,0.41800123200000006,clara,41,negative
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,12,i have 5 family members,0.44693808700000004,clara,12,neutral
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,11,my favorite show is dragon ball,0.447079901,clara,24,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,3,i am an A student,0.491590112,clara,14,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,8,i am the best at math in my family,0.501309793,clara,25,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,7,i am the tallest in my family,0.537208351,frank,35,neutral
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,10,i love video games,0.53726084,frank,28,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,10,i love video games,0.53726084,frank,24,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,16,funny,0.60548311,frank,44,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,9,i teach my older brother math,0.64456452,frank,12,neutral
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,20,hard working,0.806107056,frank,41,positive
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,15,tall,0.9207263379999999,frank,35,neutral
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,4,i am the youngest son,0.9560744659999999,frank,12,neutral
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,4,i am the youngest son,0.9560744659999999,frank,2,boy
stu_TZHMJ7937V,2022/05/17 12:56:16 AM AST,14,i am for the most part joyful,0.966425027,frank,45,positive
