stu_id,cls_id,sch_id,BROMP Observed?,variable,Who am I?,Random values for sorting,Rater Assigned,code,valence,note
stu_VTRUH97046,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 2,I am Cape Verdean.,0.28209796,Clara,7,cape verdean,
stu_TSQUQ54202,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 12,I speak Chinese.,0.282804204,Clara,25,neutral,
stu_TSQUQ54202,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 12,I speak Chinese.,0.282804204,Clara,22,chinesespeaker,
stu_FTOYB42084,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 2,im 14,0.282942958,Clara,4,14,
stu_LJAAE92948,cls_ERQJB18593,sch_QQLIR33891,YES,TST Respose 5,I play basketball,0.283136358,Clara,29,neutral,
stu_OMSFY97090,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 13,im a students,0.283404207,Clara,14,neutral,
stu_OIYXZ27717,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 13,I am someone who birthday is the same as my friend,0.283430176,Clara,10,neutral,
stu_YSQPA55709,cls_OUMSN73782,sch_QQLIR33891,,TST Respose 5,im some one who works out,0.283464443,Clara,29,neutral,
stu_XXEBH66449,cls_GIJEF48865,sch_KACVP55227,,TST Respose 9,I am a student,0.285524344,Clara,14,neutral,
stu_HBPKA70291,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 2,a smart person,0.285855055,Clara,43,positive,
stu_HBPKA70291,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 2,a smart person,0.285855055,Clara,21,none,
stu_HBPKA70291,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 2,a smart person,0.285855055,Clara,25,positive,
stu_DZJHT48666,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 9,I love to sleep,0.285957456,Clara,31,positive,
stu_DZJHT48666,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 9,I love to sleep,0.285957456,Clara,24,positive,
stu_SBUBU63586,cls_OUKFK08724,sch_RSWHG50450,YES,TST Respose 7,i am a good kid,0.286281802,Clara,40,positive,
stu_SBUBU63586,cls_OUKFK08724,sch_RSWHG50450,YES,TST Respose 7,i am a good kid,0.286281802,Clara,4,child,
stu_SBUBU63586,cls_OUKFK08724,sch_RSWHG50450,YES,TST Respose 7,i am a good kid,0.286281802,Clara,22,child,
stu_EHXGF51692,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 20,I am kind,0.286557974,Clara,44,positive,
stu_UJNMI16598,cls_OUKFK08724,sch_RSWHG50450,,TST Respose 12,Listener,0.28681898,Clara,44,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 6,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.286866127,Clara,31,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 6,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.286866127,Clara,14,neutral,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 6,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.286866127,Clara,24,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 6,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.286866127,Clara,26,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 6,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.286866127,Clara,29,positive,
stu_WAFQN21754,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 3,I am funny,0.287288595,Clara,46,positive,
stu_JOKOV89559,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 12,I am someone who loves being warm,0.28730027,Clara,24,positive,
stu_UEDQL23543,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 8,a good person,0.287814327,Clara,40,positive,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 12,I like the school lunch,0.287828594,Clara,24,positive,
stu_UEVQJ25414,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 8,im rspectpul,0.287912606,Clara,40,positive,
stu_MRIWT64391,cls_SYHWK05211,sch_KACVP55227,YES,TST Respose 20,"a stupid,anoying,cheater and sore loser",0.288177174,Clara,46,negative,
stu_MRIWT64391,cls_SYHWK05211,sch_KACVP55227,YES,TST Respose 20,"a stupid,anoying,cheater and sore loser",0.288177174,Clara,25,negative,
stu_MRIWT64391,cls_SYHWK05211,sch_KACVP55227,YES,TST Respose 20,"a stupid,anoying,cheater and sore loser",0.288177174,Clara,40,negative,
stu_WCANG48942,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 4,I like to eat food.,0.289122298,Clara,31,positive,
stu_WCANG48942,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 4,I like to eat food.,0.289122298,Clara,24,positive,
stu_UAFAK64772,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 10,pretty,0.289254995,Clara,35,positive,
stu_ANAWT41929,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 1,I love basketball,0.289529464,Clara,29,positive,
stu_ANAWT41929,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 1,I love basketball,0.289529464,Clara,24,positive,
stu_YBWGX96937,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 10,i like my sister,0.290061749,Clara,12,positive,
stu_CDGKD03653,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 16,i like takis,0.290187195,Clara,24,positive,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 10,i like movies,0.290837492,Clara,24,positive,
stu_ABSGH36082,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 4,I'm a leader,0.291256418,Clara,46,positive,
stu_ABSGH36082,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 4,I'm a leader,0.291256418,Clara,43,positive,
stu_OAZKI17777,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 13,[LETTER OF NAME],0.291265156,Clara,5,none,
stu_KOIIB68446,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 12,i want glasses,0.291919704,Clara,33,neutral,
stu_CNIFN64507,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 8,i like the color black,0.292033231,Clara,24,positive,
stu_JVLXZ63894,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 8,[TEACHER] student,0.29204391,Clara,14,neutral,
stu_VTRUH97046,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 4,I am the oldest out of 3.,0.292347513,Clara,12,neutral,
stu_XXEBH66449,cls_GIJEF48865,sch_KACVP55227,,TST Respose 14,I am a student,0.29243186,Clara,14,neutral,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 4,i am a fan a of football,0.292660531,Clara,29,positive,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 4,i am a fan a of football,0.292660531,Clara,24,positive,
stu_FVHVM49769,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 15,i have a 1 brother,0.293580402,Clara,12,neutral,
stu_CHVFQ54169,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 11,I love to watch tv for fun.,0.294065402,Clara,31,positive,
stu_CHVFQ54169,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 11,I love to watch tv for fun.,0.294065402,Clara,24,positive,
stu_QZOUO83023,cls_FBBRP25979,sch_QQLIR33891,YES,TST Respose 20,i love my life,0.294133028,Clara,45,positive,
stu_QZOUO83023,cls_FBBRP25979,sch_QQLIR33891,YES,TST Respose 20,i love my life,0.294133028,Clara,24,positive,
stu_OIYXZ27717,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 14,I am someone who is 12 years old,0.294176666,Clara,4,12,
stu_QZOUO83023,cls_FBBRP25979,sch_QQLIR33891,YES,TST Respose 9,I relly like drawing,0.294297333,Clara,26,positive,
stu_QZOUO83023,cls_FBBRP25979,sch_QQLIR33891,YES,TST Respose 9,I relly like drawing,0.294297333,Clara,24,positive,
stu_AQNHF52456,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 5,entrepuer,0.294397589,Clara,13,neutral,
stu_XXEBH66449,cls_GIJEF48865,sch_KACVP55227,,TST Respose 18,I am a student,0.294667987,Clara,14,neutral,
stu_YNVPH88845,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 8,I love my parents,0.295445637,Clara,24,positive,
stu_YNVPH88845,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 8,I love my parents,0.295445637,Clara,12,positive,
stu_FBOFA96484,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 6,i am kind,0.295643204,Clara,44,positive,
stu_LVOOZ80056,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 3,I am kind.,0.295740633,Clara,44,positive,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 3,I like school,0.295860501,Clara,24,positive,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 3,I like school,0.295860501,Clara,14,positive,
stu_YGBLH44260,cls_IZNZG32572,sch_KACVP55227,YES,TST Respose 8,I prefer reading than having things read to me.,0.296166493,Clara,25,positive,
stu_CETOG17008,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 10,soccer enjoyer,0.29626586,Clara,29,positive,
stu_CETOG17008,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 10,soccer enjoyer,0.29626586,Clara,24,positive,
stu_XUDYN03051,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 3,I am from ecuador,0.296358386,Clara,7,ecuadorian,
stu_CHVFQ54169,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 17,I have long hair.,0.296622852,Clara,35,neutral,
stu_TDURA35752,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 19,I am loyal,0.296682766,Clara,44,positive,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 10,i am a football player,0.296975388,Clara,29,neutral,
stu_WZRKM29688,cls_HEBLM24075,sch_KACVP55227,,TST Respose 6,i like basketball,0.297053346,Clara,29,positive,
stu_WZRKM29688,cls_HEBLM24075,sch_KACVP55227,,TST Respose 6,i like basketball,0.297053346,Clara,24,positive,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 16,i like McDonald's but they call it WcDonald's,0.297199344,Clara,24,positive,
stu_PUNZK45438,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 16,i have a pc,0.297299501,Clara,32,none,
stu_PJCOJ15115,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 15,I am hardworking,0.29734832,Clara,41,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 14,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.29838931,Clara,31,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 14,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.29838931,Clara,14,neutral,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 14,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.29838931,Clara,24,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 14,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.29838931,Clara,26,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 14,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",0.29838931,Clara,29,positive,
stu_SIWRL23181,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 6,i am a good sibling,0.29855612,Clara,40,positive,
stu_SIWRL23181,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 6,i am a good sibling,0.29855612,Clara,12,positive,
stu_KOIIB68446,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 6,im Cape verdean,0.298614622,Clara,7,cape verdean,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 1,i am a genuis,0.298761935,Clara,43,positive,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 1,i am a genuis,0.298761935,Clara,25,positive,
stu_UYUIH18635,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 8,Im a [SCHOOL NAME - MASCOT],0.298967072,Clara,14,neutral,
stu_RFRYE74718,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 9,I am a fellow McDonald lover.,0.299210938,Clara,24,positive,
stu_VNSDU81090,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 17,i love playing wiht my dog,0.299469223,Clara,31,positive,
stu_VNSDU81090,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 17,i love playing wiht my dog,0.299469223,Clara,24,positive,
stu_WDDQQ92015,cls_YLGBO89611,sch_KACVP55227,,TST Respose 3,i am a student,0.29990278,Clara,14,neutral,
stu_JOVOI38701,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 15,I am someone who loves to travel.,0.300045048,Clara,31,positive,
stu_JOVOI38701,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 15,I am someone who loves to travel.,0.300045048,Clara,24,positive,
stu_EQSJM78476,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 4,i am in honors math,0.300253844,Clara,14,positive,
stu_PUHUL75671,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 9,hardworking,0.300578404,Clara,41,positive,
stu_ORUUL82324,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 10,I'm African-American,0.300882738,Clara,6,african-american,
stu_NKHRJ04957,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 3,I am cape verdian,0.301029324,Clara,7,cape verdean,
stu_NZWIU92234,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 14,I love ice cream,0.30131825,Clara,24,positive,
stu_DERZZ01872,cls_GIJEF48865,sch_KACVP55227,,TST Respose 5,I like school,0.301402214,Clara,24,positive,
stu_DERZZ01872,cls_GIJEF48865,sch_KACVP55227,,TST Respose 5,I like school,0.301402214,Clara,14,positive,
stu_NWRRC44615,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 16,sometimes i have a favorite parent,0.301531855,Clara,12,neutral,
stu_SIWRL23181,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 8,i am a brazillian,0.301731027,Clara,7,brazilian,
stu_JOVOI38701,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 6,I am someone who likes going to water parks.,0.302009118,Clara,31,positive,
stu_JOVOI38701,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 6,I am someone who likes going to water parks.,0.302009118,Clara,24,positive,
stu_NZWIU92234,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 5,i have 1 pet,0.302369483,Clara,32,none,
stu_FVHVM49769,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 9,i am a takis lover,0.30246798,Clara,24,positive,
stu_QHOON52054,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 5,I am good at just about any sport I play,0.302759446,Clara,29,positive,
stu_JERPG96865,cls_IZNZG32572,sch_KACVP55227,YES,TST Respose 3,i like archery.,0.302904071,Clara,29,positive,
stu_JERPG96865,cls_IZNZG32572,sch_KACVP55227,YES,TST Respose 3,i like archery.,0.302904071,Clara,24,positive,
stu_CAGAM03126,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 4,I am a shy person.,0.302994679,Clara,44,neutral,
stu_HLKZL24322,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 16,i like ice-cream,0.303292449,Clara,24,positive,
stu_CULOH75877,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 4,I am smart,0.303391502,Clara,43,positive,
stu_CULOH75877,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 4,I am smart,0.303391502,Clara,25,positive,
stu_WEADW20158,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 13,i like calling my friends,0.30356784,Clara,31,positive,
stu_WEADW20158,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 13,i like calling my friends,0.30356784,Clara,10,positive,
stu_WEADW20158,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 13,i like calling my friends,0.30356784,Clara,24,positive,
stu_STIXI97047,cls_CXLDP17094,sch_KACVP55227,,TST Respose 1,I would like to get games before getting right into the point.,0.303957621,Clara,24,positive,
stu_TRKWP48352,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 8,I am a person who likes green apples,0.30413152,Clara,24,positive,
stu_RUZUK44953,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 10,I am someone who has dark skin,0.304221764,Clara,6,dark skin,
stu_IIOVZ06372,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 5,I like going shopping,0.304560012,Clara,30,positive,
stu_IIOVZ06372,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 5,I like going shopping,0.304560012,Clara,24,positive,
stu_HEPWQ98561,cls_ZUQLK09797,sch_KACVP55227,,TST Respose 18,i love my 20 year old cousin,0.304601188,Clara,24,positive,
stu_HEPWQ98561,cls_ZUQLK09797,sch_KACVP55227,,TST Respose 18,i love my 20 year old cousin,0.304601188,Clara,12,positive,
stu_ZUARE93356,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 20,I am from Cape Verde,0.304613475,Clara,7,cape verdean,
stu_ZYUDW82089,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 14,i am in honors,0.304644765,Clara,14,positive,
stu_YPZIM54297,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,I am a respectful persone,0.30467172,Clara,40,positive,
stu_ORUUL82324,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 13,I live in a two-story house,0.304735788,Clara,32,neutral,
stu_WWNBY52737,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 2,I am 11 years old.,0.304787081,Clara,4,11,
stu_QACJQ31561,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 11,my hair is brownish black,0.304852356,Clara,35,neutral,
stu_EHYTZ32137,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 2,I work hard in school,0.305388923,Clara,41,positive,
stu_EHYTZ32137,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 2,I work hard in school,0.305388923,Clara,14,positive,
stu_QOGPO20181,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 15,l was not born in America,0.305510849,Clara,8,not born in america,
stu_UEYTM01990,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 11,I have two sisters,0.305711075,Clara,12,neutral,
stu_JPMJO86637,cls_YFPVJ06178,sch_KACVP55227,YES,TST Respose 2,i'm short,0.306661234,Clara,35,neutral,
stu_SQLXP95993,cls_MFUGV02425,sch_QQLIR33891,,TST Respose 1,I'm a 6th grade student,0.306896411,Clara,22,6thgrade,
stu_SQLXP95993,cls_MFUGV02425,sch_QQLIR33891,,TST Respose 1,I'm a 6th grade student,0.306896411,Clara,4,6thgrade,
stu_SQLXP95993,cls_MFUGV02425,sch_QQLIR33891,,TST Respose 1,I'm a 6th grade student,0.306896411,Clara,14,neutral,
stu_BCRYB29652,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 16,I like winning,0.306995661,Clara,24,positive,
stu_FPTDO32773,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 14,a talented person,0.307190342,Clara,43,positive,
stu_EJIML93711,cls_AJBUO63250,sch_KACVP55227,,TST Respose 20,I do not like math at all.,0.307466942,Clara,25,negative,
stu_EJIML93711,cls_AJBUO63250,sch_KACVP55227,,TST Respose 20,I do not like math at all.,0.307466942,Clara,24,negative,
stu_EHYTZ32137,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 17,i like going on vaction,0.307709002,Clara,31,positive,
stu_EHYTZ32137,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 17,i like going on vaction,0.307709002,Clara,24,positive,
stu_SELBD60428,cls_AJBUO63250,sch_KACVP55227,,TST Respose 15,student,0.307985007,Clara,14,neutral,
stu_QEGJI54214,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 14,i am a youtube lover,0.30816173,Clara,27,positive,
stu_QEGJI54214,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 14,i am a youtube lover,0.30816173,Clara,24,positive,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 12,i am a kind person,0.308207285,Clara,44,positive,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 12,i am a kind person,0.308207285,Clara,21,none,
stu_RNIHY62490,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 18,I am strong,0.308619972,Clara,35,positive,
stu_NRKZA72454,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 19,I like kitten posts.,0.308706598,Clara,24,positive,
stu_SAOLH99639,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 16,i like tiktock,0.308731913,Clara,27,positive,
stu_SAOLH99639,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 16,i like tiktock,0.308731913,Clara,24,positive,
stu_CWJCN88700,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 9,I am in love with animals,0.30910794,Clara,24,positive,
stu_CTAZU65504,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 17,I like dancing,0.309796981,Clara,26,positive,
stu_CTAZU65504,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 17,I like dancing,0.309796981,Clara,24,positive,
stu_LTSJK02079,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 14,I have a cat,0.309894029,Clara,32,none,
stu_FWPPR22255,cls_YFPVJ06178,sch_KACVP55227,YES,TST Respose 12,I am good at game,0.309990185,Clara,31,positive,
stu_SJNFF34466,cls_OSSJA45538,sch_KACVP55227,,TST Respose 13,plays roblox,0.310052746,Clara,28,neutral,
stu_LNFOE66635,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 9,i like watching movies,0.31043283,Clara,31,positive,
stu_LNFOE66635,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 9,i like watching movies,0.31043283,Clara,24,positive,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 15,i am a smart person,0.310528417,Clara,43,positive,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 15,i am a smart person,0.310528417,Clara,21,none,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 15,i am a smart person,0.310528417,Clara,25,positive,
stu_IDHIE84911,cls_YFPVJ06178,sch_KACVP55227,YES,TST Respose 16,i like to chopigne,0.31090039,Clara,31,positive,
stu_IDHIE84911,cls_YFPVJ06178,sch_KACVP55227,YES,TST Respose 16,i like to chopigne,0.31090039,Clara,24,positive,
stu_QPHPK12517,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 3,happy,0.310909276,Clara,45,positive,
stu_MTCIM85775,cls_TNHXN45809,sch_RSWHG50450,,TST Respose 5,I am a son,0.31112541,Clara,12,neutral,
stu_MTCIM85775,cls_TNHXN45809,sch_RSWHG50450,,TST Respose 5,I am a son,0.31112541,Clara,2,boy,
stu_LVOOZ80056,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 11,I am beautiful.,0.31156855,Clara,35,positive,
stu_WPVZY01902,cls_YLGBO89611,sch_KACVP55227,,TST Respose 19,I like Money,0.311859404,Clara,34,positive,
stu_WPVZY01902,cls_YLGBO89611,sch_KACVP55227,,TST Respose 19,I like Money,0.311859404,Clara,24,positive,
stu_UEYTM01990,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 8,I play softball,0.312355131,Clara,29,neutral,
stu_CQRFU18177,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 14,my favorite color is green,0.312481821,Clara,24,positive,
stu_XXEBH66449,cls_GIJEF48865,sch_KACVP55227,,TST Respose 19,I am a student,0.312824291,Clara,14,neutral,
stu_WAWDW95831,cls_SYHWK05211,sch_KACVP55227,,TST Respose 3,I love sports.,0.312904314,Clara,29,positive,
stu_WAWDW95831,cls_SYHWK05211,sch_KACVP55227,,TST Respose 3,I love sports.,0.312904314,Clara,24,positive,
stu_HVWUJ52450,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 8,i dont like school,0.313221579,Clara,14,negative,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 7,i like taco bell,0.313639346,Clara,24,positive,
stu_MYCLF44200,cls_UZFMO35109,sch_QQLIR33891,,TST Respose 13,I like diamonds.,0.31368116,Clara,24,positive,
stu_OMSFY97090,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 18,im a students,0.31372033,Clara,14,neutral,
stu_FUILC09238,cls_HEBLM24075,sch_KACVP55227,,TST Respose 1,a tall person,0.314106242,Clara,35,neutral,
stu_BESSB35006,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 3,`I like to use my phone,0.314216114,Clara,27,positive,
stu_BESSB35006,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 3,`I like to use my phone,0.314216114,Clara,24,positive,
stu_VNSDU81090,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 19,i love math,0.314232159,Clara,25,positive,
stu_VNSDU81090,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 19,i love math,0.314232159,Clara,24,positive,
stu_OQLOS45541,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 19,I'm a friend.,0.314276163,Clara,10,neutral,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 20,and i like my family,0.314419417,Clara,24,positive,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 20,and i like my family,0.314419417,Clara,12,positive,
stu_NJZBY59884,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,"my fav color is blue,black",0.314446587,Clara,24,positive,
stu_CPVXX19825,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 20,I like babysitting my 3 year old brother,0.314594511,Clara,31,positive,
stu_CPVXX19825,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 20,I like babysitting my 3 year old brother,0.314594511,Clara,12,positive,
stu_CPVXX19825,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 20,I like babysitting my 3 year old brother,0.314594511,Clara,24,positive,
stu_CETOG17008,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 16,loud,0.314674485,Clara,46,neutral,
stu_CETOG17008,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 16,loud,0.314674485,Clara,44,neutral,
stu_BJJXN95776,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 13,I am 12 years of age,0.31492007,Clara,4,12,
stu_QQAHK93946,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 20,I like sketching in the sketchbook,0.31568213,Clara,26,positive,
stu_QQAHK93946,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 20,I like sketching in the sketchbook,0.31568213,Clara,24,positive,
stu_HBPKA70291,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 1,a cook,0.316060592,Clara,31,neutral,
stu_RUBQU39803,cls_OUMSN73782,sch_QQLIR33891,,TST Respose 19,i am a playful person,0.316062976,Clara,44,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 20,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",0.316176183,Clara,31,positive,
stu_EUIXK95276,cls_JDASF17902,sch_KACVP55227,,TST Respose 20,"I'm a student at the [SCHOOL NAME] I love dancing, singing, gym class, Art class, eating food",0.316176183,Clara,14,neutral,
