stu_id,variable,Who am I?,code,valence
stu_FBWGP41232,TST Respose 10,I have brown eyes,35.0,neutral
stu_RSKDK68207,TST Respose 17,I like to make up languages.,25.0,positive
stu_RSKDK68207,TST Respose 17,I like to make up languages.,24.0,positive
stu_IKUOQ66846,TST Respose 16,I like go to the gym to lift weight,29.0,positive
stu_IKUOQ66846,TST Respose 16,I like go to the gym to lift weight,24.0,positive
stu_MZIVN56293,TST Respose 2,i am in a band,26.0,neutral
stu_CPVXX19825,TST Respose 17,I like the Boston Celtics,24.0,positive
stu_JTZYY08754,TST Respose 13,I love go out to eat but only when I'm going out to eat nothing else,31.0,positive
stu_JTZYY08754,TST Respose 13,I love go out to eat but only when I'm going out to eat nothing else,24.0,positive
stu_CTAZU65504,TST Respose 18,I like taking naps,31.0,positive
stu_CTAZU65504,TST Respose 18,I like taking naps,24.0,positive
stu_VTRUH97046,TST Respose 8,I love listening to music when im down.,26.0,positive
stu_VTRUH97046,TST Respose 8,I love listening to music when im down.,24.0,positive
stu_DKGHS98193,TST Respose 14,i like tyo play w makeup,30.0,positive
stu_DKGHS98193,TST Respose 14,i like tyo play w makeup,24.0,positive
stu_MXNSF14478,TST Respose 17,I love dodgeball.,29.0,positive
stu_MXNSF14478,TST Respose 17,I love dodgeball.,24.0,positive
stu_LNFOE66635,TST Respose 5,good student,14.0,positive
stu_ROXAU39801,TST Respose 17,I am a pikmin fan,28.0,positive
stu_ROXAU39801,TST Respose 17,I am a pikmin fan,24.0,positive
stu_GCHCS91000,TST Respose 20,im a dad,12.0,neutral
stu_ABSGH36082,TST Respose 6,I LOVE DOGS,24.0,positive
stu_FNVBP19615,TST Respose 20,I dont know,20.0,none
stu_JOKOV89559,TST Respose 1,I am someone who is nice,44.0,positive
stu_TSQUQ54202,TST Respose 3,I am considerate.,44.0,positive
stu_YPZIM54297,TST Respose 13,I am a chearleader on summer,29.0,neutral
stu_SQLXP95993,TST Respose 5,I am not a morning person,21.0,not a morning person
stu_LTSJK02079,TST Respose 1,Im 11 years old,4.0,11
stu_JOVOI38701,TST Respose 11,I am someone who likes Boston Celtics,29.0,positive
stu_JOVOI38701,TST Respose 11,I am someone who likes Boston Celtics,24.0,positive
stu_OMSFY97090,TST Respose 8,im a students,14.0,neutral
stu_OMSFY97090,TST Respose 6,im a students,14.0,neutral
stu_WQGUY90279,TST Respose 10,I like taking to my friends,31.0,positive
stu_WQGUY90279,TST Respose 10,I like taking to my friends,10.0,positive
stu_WQGUY90279,TST Respose 10,I like taking to my friends,24.0,positive
stu_RDOVU20570,TST Respose 15,I am a wing stop lover,24.0,positive
stu_SJXEZ38047,TST Respose 6,I'm from Cape Verde,7.0,cape verdean
stu_QFXDD68186,TST Respose 17,i like to travel,31.0,positive
stu_QFXDD68186,TST Respose 17,i like to travel,24.0,positive
stu_PXDPN73068,TST Respose 5,I am a boy,2.0,boy
stu_EHYTZ32137,TST Respose 5,I don't like people,45.0,negative
stu_OAZKI17777,TST Respose 1,A human,21.0,none
stu_WYTLH51489,TST Respose 18,I like my sisters,12.0,positive
stu_WDDQQ92015,TST Respose 2,i am a student,14.0,neutral
stu_NYHDW07721,TST Respose 8,Niece of [FIRST LAST NAME],12.0,neutral
stu_NYHDW07721,TST Respose 8,Niece of [FIRST LAST NAME],2.0,girl
stu_QCKDZ64012,TST Respose 13,i love my mom,24.0,positive
stu_QCKDZ64012,TST Respose 13,i love my mom,12.0,positive
stu_OFWAG94272,TST Respose 2,A honest person,40.0,positive
stu_CLLRZ76280,TST Respose 10,I like watching boxing and basketball,29.0,positive
stu_CLLRZ76280,TST Respose 10,I like watching boxing and basketball,24.0,positive
stu_UYFTQ45542,TST Respose 8,I am a person who prefers basketball over soccer,29.0,neutral
stu_SULZI60933,TST Respose 9,my fav color is black,24.0,positive
stu_QQAHK93946,TST Respose 14,I like listening to horror storys,31.0,positive
stu_QQAHK93946,TST Respose 14,I like listening to horror storys,24.0,positive
stu_ERQCY81201,TST Respose 12,I am a girl that loves the color blue.,24.0,positive
stu_ERQCY81201,TST Respose 12,I am a girl that loves the color blue.,2.0,girl
stu_RFRYE74718,TST Respose 1,I am an 11-year-old girl.,4.0,11
stu_RFRYE74718,TST Respose 1,I am an 11-year-old girl.,2.0,girl
stu_ECYEC76336,TST Respose 1,I am asian american,6.0,asian
stu_FASQN45304,TST Respose 11,I am someone who likes to spend time with my family.,31.0,positive
stu_FASQN45304,TST Respose 11,I am someone who likes to spend time with my family.,12.0,positive
stu_FASQN45304,TST Respose 11,I am someone who likes to spend time with my family.,24.0,positive
stu_PFDTL78462,TST Respose 15,"My favorite cousin is my little cousin [FIRST NAME], I call him money.",12.0,positive
stu_AHWRN95528,TST Respose 10,I am someone who loves sprite,24.0,positive
stu_AQNHF52456,TST Respose 8,straight A student,14.0,positive
stu_LJAAE92948,TST Respose 13,I like writing,25.0,positive
stu_LJAAE92948,TST Respose 13,I like writing,24.0,positive
stu_RUZUK44953,TST Respose 5,I am a person who likes science,25.0,positive
stu_RUZUK44953,TST Respose 5,I am a person who likes science,24.0,positive
stu_FHADA27602,TST Respose 17,i have no pets.,32.0,negative
stu_WXAMH04104,TST Respose 5,i am cape verdean,7.0,cape verdean
stu_CPBCK00658,TST Respose 8,I like to gossip with my friend,31.0,positive
stu_CPBCK00658,TST Respose 8,I like to gossip with my friend,10.0,positive
stu_CPBCK00658,TST Respose 8,I like to gossip with my friend,24.0,positive
stu_ABSGH36082,TST Respose 17,I know how to play basket ball,43.0,positive
stu_ABSGH36082,TST Respose 17,I know how to play basket ball,29.0,neutral
stu_WHBZD81732,TST Respose 2,i dont like school,14.0,negative
stu_XKMAG80800,TST Respose 6,Christian,16.0,christian
stu_PUNZK45438,TST Respose 10,i was born in cabo verde,7.0,cape verdean
stu_TRKWP48352,TST Respose 2,I am the oldest of 2 children,22.0,oldestchild
stu_TRKWP48352,TST Respose 2,I am the oldest of 2 children,12.0,neutral
stu_XCKNQ66212,TST Respose 5,i'm smart,43.0,positive
stu_XCKNQ66212,TST Respose 5,i'm smart,25.0,positive
stu_ZUARE93356,TST Respose 19,I have two siblings,12.0,neutral
stu_QZOUO83023,TST Respose 19,i love my frends,24.0,positive
stu_QZOUO83023,TST Respose 19,i love my frends,10.0,positive
stu_ZUARE93356,TST Respose 12,My birthday is in June,22.0,june birthday
stu_NWVEW24693,TST Respose 10,i want to be at home,47.0,neutral
stu_ANAWT41929,TST Respose 10,I love english,25.0,positive
stu_ANAWT41929,TST Respose 10,I love english,24.0,positive
stu_CDGKD03653,TST Respose 9,i am a sweat at fortnite,28.0,positive
stu_LKAAV41369,TST Respose 3,my favorite subjects are math and science,14.0,positive
stu_YXJEP22115,TST Respose 11,I am a defensive basketball player,29.0,neutral
stu_RFRYE74718,TST Respose 14,I am a kind person.,44.0,positive
stu_RFRYE74718,TST Respose 14,I am a kind person.,21.0,none
stu_OFWAG94272,TST Respose 3,A calm leader,46.0,positive
stu_OFWAG94272,TST Respose 3,A calm leader,43.0,positive
stu_OFWAG94272,TST Respose 3,A calm leader,45.0,positive
stu_OQLOS45541,TST Respose 15,I'm a fighter for my rights.,41.0,positive
stu_ANAWT41929,TST Respose 17,Another favorite game i like is call of duty,28.0,positive
stu_ANAWT41929,TST Respose 17,Another favorite game i like is call of duty,24.0,positive
stu_NWRRN03456,TST Respose 13,I need a phone.,33.0,none
stu_QQAHK93946,TST Respose 2,I am vietnamese and chinese,7.0,vietnamese and chinese
stu_OQLOS45541,TST Respose 17,I'm a pet owner.,32.0,none
stu_FWPPR22255,TST Respose 6,i ma,48.0,none
stu_VUNQZ79892,TST Respose 13,im a good person,40.0,positive
stu_OIYXZ27717,TST Respose 10,I am someone who likes cape verde,24.0,positive
stu_UYUIH18635,TST Respose 20,i like going out,31.0,positive
stu_UYUIH18635,TST Respose 20,i like going out,24.0,positive
stu_HXXCS05602,TST Respose 9,i'm black,6.0,black
stu_PFDTL78462,TST Respose 12,I like money.,34.0,positive
stu_PFDTL78462,TST Respose 12,I like money.,24.0,positive
stu_AHWRN95528,TST Respose 7,I am someone who likes to go to waterparks,31.0,positive
stu_AHWRN95528,TST Respose 7,I am someone who likes to go to waterparks,24.0,positive
stu_SOWGI28002,TST Respose 20,I am someone who loves shoes,30.0,positive
stu_SOWGI28002,TST Respose 20,I am someone who loves shoes,24.0,positive
stu_KWMWG76590,TST Respose 15,i like learning new things,25.0,positive
stu_KWMWG76590,TST Respose 15,i like learning new things,24.0,positive
stu_ECYEC76336,TST Respose 4,I am a volleyball player,29.0,neutral
stu_OQLOS45541,TST Respose 16,I'm a woman.,2.0,woman
stu_PSHZT50501,TST Respose 3,I am a very smart student,43.0,positive
stu_PSHZT50501,TST Respose 3,I am a very smart student,14.0,positive
stu_PSHZT50501,TST Respose 3,I am a very smart student,25.0,positive
stu_GCHCS91000,TST Respose 12,i am a cousin,12.0,neutral
stu_WZRKM29688,TST Respose 8,i like joe bartalozzi,24.0,positive
stu_VNSDU81090,TST Respose 2,im 12 years old,4.0,12
stu_FBWGP41232,TST Respose 17,Im mixed ( Puerto rican & black),6.0,mixed (puerto rican & black)
stu_MYCLF44200,TST Respose 18,I like wingstop.,24.0,positive
stu_FTOYB42084,TST Respose 7,im nice,44.0,positive
stu_JOKOV89559,TST Respose 14,I am someone who loves eating my moms cooking,31.0,positive
stu_JOKOV89559,TST Respose 14,I am someone who loves eating my moms cooking,12.0,positive
stu_JOKOV89559,TST Respose 14,I am someone who loves eating my moms cooking,24.0,positive
stu_HEPWQ98561,TST Respose 13,i like acrylics,30.0,positive
stu_HEPWQ98561,TST Respose 13,i like acrylics,24.0,positive
stu_LKAAV41369,TST Respose 12,My favorite food is alfredo,24.0,positive
stu_YNVPH88845,TST Respose 5,I love shrimp Alfredo,24.0,positive
stu_WRQAA62017,TST Respose 18,I have blond hair,35.0,neutral
stu_IKUOQ66846,TST Respose 5,smart,43.0,positive
stu_IKUOQ66846,TST Respose 5,smart,25.0,positive
stu_NMWSA27732,TST Respose 13,I'm the favorite child,12.0,positive
stu_KWMWG76590,TST Respose 6,i wish i was smart,43.0,positive
stu_KWMWG76590,TST Respose 6,i wish i was smart,25.0,positive
stu_FVHVM49769,TST Respose 19,i have a bape hoodie,32.0,none
stu_QCKDZ64012,TST Respose 2,i like food,24.0,positive
stu_ZYUDW82089,TST Respose 13,i am someone who does not want to do this,47.0,negative
stu_FQKSK24193,TST Respose 19,i like movies,24.0,positive
stu_TSQUQ54202,TST Respose 1,I am a student.,14.0,neutral
stu_AQNHF52456,TST Respose 9,"5,10",35.0,neutral
stu_ROXAU39801,TST Respose 16,I am a good person,40.0,positive
stu_KCRZD23226,TST Respose 1,I like school,24.0,positive
stu_KCRZD23226,TST Respose 1,I like school,14.0,positive
stu_FNVBP19615,TST Respose 3,Others say i have a very uniquie personality.,46.0,positive
stu_ZYUDW82089,TST Respose 16,i am in middle schools,14.0,neutral
stu_SAOLH99639,TST Respose 14,im nice,44.0,positive
stu_WBAVA84528,TST Respose 3,i like cookies,24.0,positive
stu_JTZYY08754,TST Respose 2,I have A's but not in math that can show you that I don't like math,25.0,negative
stu_JTZYY08754,TST Respose 2,I have A's but not in math that can show you that I don't like math,14.0,positive
stu_KCDEU07486,TST Respose 3,I have blonde hair,35.0,neutral
stu_AHWRN95528,TST Respose 2,I am someone who likes basketball,29.0,positive
stu_AHWRN95528,TST Respose 2,I am someone who likes basketball,24.0,positive
stu_FPTDO32773,TST Respose 7,a band kid,26.0,neutral
stu_FPTDO32773,TST Respose 7,a band kid,4.0,child
stu_FPTDO32773,TST Respose 7,a band kid,22.0,bandkid
stu_STIXI97047,TST Respose 8,I am [FIRST NAME].,5.0,none
stu_VENGZ10475,TST Respose 20,Seeks education,25.0,positive
stu_CJHBB29429,TST Respose 4,I am a person that likes to travel the world,31.0,positive
stu_CJHBB29429,TST Respose 4,I am a person that likes to travel the world,24.0,positive
stu_QOGPO20181,TST Respose 13,l'm from cape verde,7.0,cape verdean
stu_RDOVU20570,TST Respose 10,I am a person who likes to swim,29.0,positive
stu_RDOVU20570,TST Respose 10,I am a person who likes to swim,24.0,positive
stu_OIYXZ27717,TST Respose 19,I am someone who is a good friend,10.0,positive
stu_NMWSA27732,TST Respose 8,my favorite subject is math,14.0,positive
stu_OFWAG94272,TST Respose 12,I'm 6ft,35.0,neutral
stu_XXEBH66449,TST Respose 16,I am a student,14.0,neutral
stu_XKMAG80800,TST Respose 3,An 11 year old child,22.0,child
stu_XKMAG80800,TST Respose 3,An 11 year old child,4.0,11
stu_CDGKD03653,TST Respose 14,i love my nike tech,30.0,positive
stu_CDGKD03653,TST Respose 14,i love my nike tech,24.0,positive
stu_OQLOS45541,TST Respose 7,I'm great with kids.,44.0,positive
stu_ABSGH36082,TST Respose 16,My favorite soccer player is messi,24.0,positive
stu_SAOLH99639,TST Respose 9,a male,1.0,male
stu_NWRRC44615,TST Respose 17,i like games,31.0,positive
stu_NWRRC44615,TST Respose 17,i like games,24.0,positive
stu_MMZHT88458,TST Respose 11,i love being comfy,24.0,positive
stu_DJCZE13885,TST Respose 19,I dislike rude people.,44.0,negative
stu_DJCZE13885,TST Respose 19,I dislike rude people.,24.0,negative
stu_CLLRZ76280,TST Respose 5,My favorite subject is P.E,14.0,positive
stu_EXNUN73314,TST Respose 3,I am short,35.0,neutral
stu_FBOFA96484,TST Respose 5,i am a great person,40.0,positive
stu_CNIXS57234,TST Respose 8,I video games,28.0,neutral
stu_TRKWP48352,TST Respose 20,I like wendy's,24.0,positive
stu_UYFTQ45542,TST Respose 18,I am a person who shows respect,40.0,positive
stu_IZQGI75719,TST Respose 17,i like school,24.0,positive
stu_IZQGI75719,TST Respose 17,i like school,14.0,positive
stu_ROXAU39801,TST Respose 19,I am 12,4.0,12
stu_JVLXZ63894,TST Respose 20,classmate,14.0,neutral
stu_YXJEP22115,TST Respose 9,I am confident,45.0,positive
stu_YXJEP22115,TST Respose 9,I am confident,43.0,positive
stu_WEADW20158,TST Respose 11,i like playing with my little brother,31.0,positive
stu_WEADW20158,TST Respose 11,i like playing with my little brother,12.0,positive
stu_WEADW20158,TST Respose 11,i like playing with my little brother,24.0,positive
stu_KFYJM61476,TST Respose 8,My favorite ice cream is cotton candy.,24.0,positive
stu_TDURA35752,TST Respose 10,I am funny,46.0,positive
stu_PYEUW09959,TST Respose 18,I like to push myself,41.0,positive
stu_FWPPR22255,TST Respose 1,I am a good students,14.0,positive
stu_UEVQJ25414,TST Respose 19,im nonchalent,44.0,neutral
stu_CJHBB29429,TST Respose 10,My favorite color is blue,24.0,positive
stu_OCRTY88035,TST Respose 9,I am someone how loves apples.,24.0,positive
stu_VSSOO37726,TST Respose 15,I like yelling,31.0,positive
stu_VSSOO37726,TST Respose 15,I like yelling,24.0,positive
stu_AHWRN95528,TST Respose 13,I am someone who wants to speak Spanish and chinsese,25.0,neutral
stu_CQRFU18177,TST Respose 12,I don't like waking up early,31.0,negative
stu_CQRFU18177,TST Respose 12,I don't like waking up early,24.0,negative
stu_EJIML93711,TST Respose 10,I don't like division,25.0,negative
stu_EJIML93711,TST Respose 10,I don't like division,24.0,negative
stu_HBPKA70291,TST Respose 7,i have braids,35.0,neutral
stu_EUWJA76858,TST Respose 6,I like school.,24.0,positive
stu_EUWJA76858,TST Respose 6,I like school.,14.0,positive
stu_SQLXP95993,TST Respose 19,My favorite teachers of all time is my 5th grade 4th and 3rd,24.0,positive
stu_SQLXP95993,TST Respose 19,My favorite teachers of all time is my 5th grade 4th and 3rd,14.0,positive
stu_VUNQZ79892,TST Respose 1,[FIRST LAST NAME],5.0,none
stu_IGLSS89625,TST Respose 19,cfrvgbthyju,48.0,none
stu_YSQPA55709,TST Respose 12,im german,7.0,german
stu_CWQDV67579,TST Respose 13,i like shoes,30.0,positive
stu_CWQDV67579,TST Respose 13,i like shoes,24.0,positive
stu_SELBD60428,TST Respose 7,[FIRST LAST NAME],5.0,none
stu_WYTLH51489,TST Respose 12,I like cleaning,31.0,positive
stu_WYTLH51489,TST Respose 12,I like cleaning,24.0,positive
stu_GCHCS91000,TST Respose 5,I am a math learner,25.0,neutral
stu_EHLZF06092,TST Respose 7,I am a person who loves food.,24.0,positive
stu_IIOVZ06372,TST Respose 11,I like traveling,31.0,positive
stu_IIOVZ06372,TST Respose 11,I like traveling,24.0,positive
stu_ANAWT41929,TST Respose 11,I have 2 sister and 1 brother,12.0,neutral
stu_DUOEM76163,TST Respose 8,i have 2 brothers,12.0,neutral
stu_ZQMQQ26810,TST Respose 4,i dislike homework,14.0,negative
stu_EUWJA76858,TST Respose 2,I am a Student.,14.0,neutral
stu_MKGYA55892,TST Respose 12,who used to live in ecuaodor,7.0,lived in ecuador
stu_MZIVN56293,TST Respose 10,i am a peroson,21.0,none
stu_TFTDG28078,TST Respose 16,cook (practically Gordan Ramsey),31.0,positive
stu_SQLXP95993,TST Respose 9,My favorite is social studies,14.0,positive
stu_EQSJM78476,TST Respose 5,i am in honors ela,14.0,positive
stu_FBOFA96484,TST Respose 1,I am a brother,12.0,neutral
stu_FBOFA96484,TST Respose 1,I am a brother,2.0,boy
stu_OFWAG94272,TST Respose 13,I play soccer,29.0,neutral
stu_RFRYE74718,TST Respose 13,I am a leader,46.0,positive
stu_RFRYE74718,TST Respose 13,I am a leader,43.0,positive
stu_QQMSX84242,TST Respose 6,a student,14.0,neutral
stu_WWNBY52737,TST Respose 8,"I am 5'1"".",35.0,neutral
stu_VSSOO37726,TST Respose 16,I like my group in english,24.0,positive
stu_VSSOO37726,TST Respose 16,I like my group in english,14.0,positive
stu_DZJHT48666,TST Respose 1,A girl,2.0,girl
stu_KCRZD23226,TST Respose 4,I speak french,25.0,neutral
stu_KCRZD23226,TST Respose 4,I speak french,22.0,frenchspeaker
stu_DUOEM76163,TST Respose 7,My favorite number is 5,24.0,positive
stu_ZARRQ26344,TST Respose 19,im more of a pedro pascal fan,24.0,positive
stu_MZIVN56293,TST Respose 15,im in a jazz band,26.0,neutral
stu_SIWRL23181,TST Respose 3,i am kind,44.0,positive
stu_PXDPN73068,TST Respose 7,I'm Hatian,7.0,haitian
stu_XXEBH66449,TST Respose 4,I am a person who likes to sleep,31.0,positive
stu_XXEBH66449,TST Respose 4,I am a person who likes to sleep,24.0,positive
stu_FPTDO32773,TST Respose 12,a cousin,12.0,neutral
stu_UAFAK64772,TST Respose 6,dancer,26.0,neutral
stu_EXNUN73314,TST Respose 6,I am a math lover,25.0,positive
stu_EXNUN73314,TST Respose 6,I am a math lover,24.0,positive
stu_VENGZ10475,TST Respose 3,A smart teen,43.0,positive
stu_VENGZ10475,TST Respose 3,A smart teen,4.0,teen
stu_VENGZ10475,TST Respose 3,A smart teen,22.0,teen
stu_VENGZ10475,TST Respose 3,A smart teen,25.0,positive
stu_TRKWP48352,TST Respose 9,I am a person who like to play basketball,29.0,positive
stu_TRKWP48352,TST Respose 9,I am a person who like to play basketball,24.0,positive
stu_CPAQO78519,TST Respose 14,I am someone who likes to meet new people,44.0,positive
stu_CPAQO78519,TST Respose 14,I am someone who likes to meet new people,24.0,positive
stu_CHVFQ54169,TST Respose 4,I Have to sister.,12.0,neutral
stu_WAFQN21754,TST Respose 9,I am awesome,43.0,positive
stu_SBUBU63586,TST Respose 2,i am i kid,22.0,child
stu_SBUBU63586,TST Respose 2,i am i kid,4.0,child
stu_PUNZK45438,TST Respose 14,i am a son,12.0,neutral
stu_PUNZK45438,TST Respose 14,i am a son,2.0,boy
stu_PYEUW09959,TST Respose 19,Im an 8th grader,22.0,8thgrade
stu_PYEUW09959,TST Respose 19,Im an 8th grader,4.0,8thgrade
stu_PYEUW09959,TST Respose 19,Im an 8th grader,14.0,neutral
stu_OFWAG94272,TST Respose 15,I'm very tired,47.0,negative
stu_LKAAV41369,TST Respose 11,I like going outside,31.0,positive
stu_LKAAV41369,TST Respose 11,I like going outside,24.0,positive
stu_IIOVZ06372,TST Respose 10,I like christmas,24.0,positive
stu_KFYJM61476,TST Respose 13,I like to go outside.,31.0,positive
stu_KFYJM61476,TST Respose 13,I like to go outside.,24.0,positive
stu_PJCOJ15115,TST Respose 17,I am athletic,29.0,neutral
stu_QQMSX84242,TST Respose 19,a class clown,44.0,neutral
stu_QQMSX84242,TST Respose 19,a class clown,22.0,classclown
stu_QPHPK12517,TST Respose 6,im an basketball player,29.0,neutral
stu_JVLXZ63894,TST Respose 10,[TEACHER] student,14.0,neutral
stu_TSQUQ54202,TST Respose 4,I try my best.,41.0,positive
stu_LJAAE92948,TST Respose 14,I like music,24.0,positive
stu_WPVZY01902,TST Respose 5,i like hoodies,30.0,positive
stu_WPVZY01902,TST Respose 5,i like hoodies,24.0,positive
stu_NZWIU92234,TST Respose 11,My mom taught me how to cook.,31.0,nuetral
stu_NZWIU92234,TST Respose 11,My mom taught me how to cook.,12.0,neutral
stu_CDGKD03653,TST Respose 11,i like a girl in this school,14.0,positive
stu_CDGKD03653,TST Respose 11,i like a girl in this school,11.0,likesagirl
stu_NZWIU92234,TST Respose 1,i am female,1.0,female
stu_TDURA35752,TST Respose 16,I like spicy food,24.0,positive
stu_YNVPH88845,TST Respose 10,I love the show the Rookie,24.0,positive
stu_WHBZD81732,TST Respose 10,yes,48.0,none
stu_HMQRZ27503,TST Respose 13,I learned my five one,48.0,neutral
stu_NXWSI70882,TST Respose 8,A person who gets addicted to fun side activities in a learning game.,45.0,nuetral
stu_NXWSI70882,TST Respose 8,A person who gets addicted to fun side activities in a learning game.,25.0,neutral
stu_CWQDV67579,TST Respose 17,I like roblox,27.0,positive
stu_CWQDV67579,TST Respose 17,I like roblox,24.0,positive
stu_KWMWG76590,TST Respose 11,i like watching  movies,31.0,positive
stu_KWMWG76590,TST Respose 11,i like watching  movies,24.0,positive
stu_EHLZF06092,TST Respose 2,I am a bundle joy,45.0,positive
stu_VNSDU81090,TST Respose 15,i have 1 brother,12.0,neutral
stu_QQAHK93946,TST Respose 16,I want to travel to Japan when I am older,33.0,none
stu_IDHIE84911,TST Respose 18,and ilove haiti foude,24.0,positive
stu_JERPG96865,TST Respose 7,i like small games you can just take a break on,31.0,positive
stu_JERPG96865,TST Respose 7,i like small games you can just take a break on,24.0,positive
stu_MYCLF44200,TST Respose 9,I like coryxkenshin.,27.0,positive
stu_MYCLF44200,TST Respose 9,I like coryxkenshin.,24.0,positive
stu_WRQAA62017,TST Respose 11,I am friendly,44.0,positive
stu_JVLXZ63894,TST Respose 19,student,14.0,neutral
stu_QQAHK93946,TST Respose 15,I love my family,24.0,positive
stu_QQAHK93946,TST Respose 15,I love my family,12.0,positive
stu_EJIML93711,TST Respose 12,I like roblox,27.0,positive
stu_EJIML93711,TST Respose 12,I like roblox,24.0,positive
stu_BCRYB29652,TST Respose 19,I like shorts,30.0,positive
stu_BCRYB29652,TST Respose 19,I like shorts,24.0,positive
stu_LKAAV41369,TST Respose 14,i like music,24.0,positive
stu_CPBCK00658,TST Respose 17,I like light skin people,24.0,positive
stu_NJZBY59884,TST Respose 10,i like hanging out wit family and friends,31.0,positive
stu_NJZBY59884,TST Respose 10,i like hanging out wit family and friends,10.0,positive
stu_NJZBY59884,TST Respose 10,i like hanging out wit family and friends,12.0,positive
stu_NJZBY59884,TST Respose 10,i like hanging out wit family and friends,24.0,positive
stu_CAGAM03126,TST Respose 2,I am a person who loves to read.,25.0,positive
stu_CAGAM03126,TST Respose 2,I am a person who loves to read.,24.0,positive
stu_VGJIS59600,TST Respose 15,I like Marigold and roses,24.0,positive
stu_CNIFN64507,TST Respose 14,im britsh,7.0,british
stu_XKMAG80800,TST Respose 2,Artist,26.0,neutral
stu_UYFTQ45542,TST Respose 6,I am a potential body builder,29.0,neutral
stu_OIYXZ27717,TST Respose 6,I am someone who likes ice cream,24.0,positive
stu_FHADA27602,TST Respose 15,i am cape verdan.,7.0,cape verdean
stu_PJCOJ15115,TST Respose 8,I am the oldest sibling,12.0,neutral
stu_PYEUW09959,TST Respose 9,my favorite food is crab rangoon,24.0,positive
stu_VUNQZ79892,TST Respose 4,im a catlover,24.0,positive
stu_YBWGX96937,TST Respose 6,i not like SCIENCE,25.0,negative
stu_YBWGX96937,TST Respose 6,i not like SCIENCE,24.0,negative
stu_JVLXZ63894,TST Respose 9,[TEACHER] student,14.0,neutral
stu_JUQPD47363,TST Respose 3,I am a finalist in eventing on horses.,29.0,positive
stu_CPAQO78519,TST Respose 17,I am someone who is kind,44.0,positive
stu_FVHVM49769,TST Respose 1,Im a brother,12.0,neutral
stu_FVHVM49769,TST Respose 1,Im a brother,2.0,boy
stu_XXEBH66449,TST Respose 8,I am a student,14.0,neutral
stu_KCDEU07486,TST Respose 4,I love track,29.0,positive
stu_KCDEU07486,TST Respose 4,I love track,24.0,positive
stu_WPVZY01902,TST Respose 12,I like walk cat,31.0,positive
stu_WPVZY01902,TST Respose 12,I like walk cat,24.0,positive
stu_JVLXZ63894,TST Respose 3,science student,14.0,neutral
stu_MZIVN56293,TST Respose 20,i am light skin,6.0,light skin
stu_CINVJ49388,TST Respose 9,tom clancy rainbow six siege player,28.0,neutral
stu_CLLRZ76280,TST Respose 16,My favorite food is corn,24.0,positive
stu_FNVBP19615,TST Respose 18,I like to party.,31.0,positive
stu_FNVBP19615,TST Respose 18,I like to party.,24.0,positive
stu_HXXCS05602,TST Respose 17,i'm kind,44.0,positive
stu_PXDPN73068,TST Respose 10,I practice basketball,29.0,neutral
stu_FBWGP41232,TST Respose 4,l' m a student at [SCHOOL NAME],14.0,neutral
stu_RUBQU39803,TST Respose 1,I am an 11 year old girl,4.0,11
stu_RUBQU39803,TST Respose 1,I am an 11 year old girl,2.0,girl
stu_WHBZD81732,TST Respose 18,yes i like gym,24.0,positive
stu_WHBZD81732,TST Respose 18,yes i like gym,14.0,positive
stu_ZYUDW82089,TST Respose 12,i like chicken,24.0,positive
stu_EQSJM78476,TST Respose 20,i know how to drive,43.0,positive
stu_EQSJM78476,TST Respose 20,i know how to drive,31.0,neutral
stu_PJCOJ15115,TST Respose 5,I am loyal,44.0,positive
stu_XSQUV53095,TST Respose 11,I AM [FIRST NAME] A BAKER,31.0,neutral
stu_XSQUV53095,TST Respose 11,I AM [FIRST NAME] A BAKER,5.0,neutral
stu_CPBCK00658,TST Respose 7,I like to play,31.0,positive
stu_CPBCK00658,TST Respose 7,I like to play,24.0,positive
stu_ROXAU39801,TST Respose 18,I am a boy,2.0,boy
stu_CWJCN88700,TST Respose 4,I am in love with chinese food,24.0,positive
stu_WHBZD81732,TST Respose 11,blue,48.0,neutral
stu_LVOOZ80056,TST Respose 15,I am a sister.,12.0,neutral
stu_LVOOZ80056,TST Respose 15,I am a sister.,2.0,girl
stu_LJAAE92948,TST Respose 4,I'm an athlete,29.0,neutral
stu_OFWAG94272,TST Respose 14,I dislike football,29.0,negative
stu_OFWAG94272,TST Respose 14,I dislike football,24.0,negative
stu_CTAZU65504,TST Respose 20,I am shy,44.0,neutral
stu_PKXZK94759,TST Respose 8,I love my hair,35.0,positive
stu_NWRRC44615,TST Respose 8,my favorite color is blue and pearl white,24.0,positive
stu_TSQUQ54202,TST Respose 20,I am who I am.,19.0,none
stu_SQLXP95993,TST Respose 2,I'm from Cabo Verde,7.0,cape verdean
stu_FNVBP19615,TST Respose 16,I dont like being a bother.,12.0,negative
stu_RUZUK44953,TST Respose 3,I am a person who is good at math,25.0,positive
stu_UEDQL23543,TST Respose 11,like kids,24.0,positive
stu_NMWSA27732,TST Respose 19,I'm white,6.0,white
stu_NJZBY59884,TST Respose 4,"i have black,brown hair",35.0,neutral
stu_LKAAV41369,TST Respose 6,I love water,24.0,positive
stu_CPBCK00658,TST Respose 12,I like to put gloss on my lips,30.0,positive
stu_CPBCK00658,TST Respose 12,I like to put gloss on my lips,24.0,positive
