anon_stu_id,answer rank,Who am I?,code,valence
stu_KCGJR0046I,9,I am a daughter,12.0,neutral
stu_KCGJR0046I,9,I am a daughter,2.0,girl
stu_KCGJR0046I,10,I am always sleepy,45.0,neutral
stu_KCGJR0046I,11,I am Philopena and Puerto Rican,7.0,filipina and puerto rican
stu_KCGJR0046I,12,I like to draw,26.0,positive
stu_KCGJR0046I,12,I like to draw,24.0,positive
stu_KCGJR0046I,13,My favorite subject is history,25.0,positive
stu_KCGJR0046I,13,My favorite subject is history,14.0,positive
stu_KCGJR0046I,13,My favorite subject is history,24.0,positive
stu_KCGJR0046I,14,I am like .5% Hawaiian,7.0,hawaiian
stu_KCGJR0046I,15,I have two cats,32.0,none
stu_KCGJR0046I,16,I love to go on walks,29.0,positive
stu_KCGJR0046I,16,I love to go on walks,24.0,positive
stu_KCGJR0046I,17,I love shopping,30.0,positive
stu_KCGJR0046I,17,I love shopping,24.0,positive
stu_KCGJR0046I,18,I love eating,31.0,positive
stu_KCGJR0046I,18,I love eating,24.0,positive
stu_KCGJR0046I,19,I am cool,46.0,positive
stu_KCGJR0046I,20,I am a sweet and salty person,44.0,neutral
stu_KHMHV6549P,1,a child,4.0,child
stu_KHMHV6549P,2,a girl,2.0,girl
stu_KHMHV6549P,3,a baker,31.0,neutral
stu_KHMHV6549P,4,a student,14.0,neutral
stu_KHMHV6549P,5,a best friend,10.0,positive
stu_KHMHV6549P,6,a sister,12.0,neutral
stu_KHMHV6549P,6,a sister,2.0,girl
stu_KHMHV6549P,7,a dog owner,32.0,none
stu_KHMHV6549P,8,a friend,10.0,neutral
stu_KHMHV6549P,9,a sneaker head,30.0,neutral
stu_KHMHV6549P,10,a stylest,30.0,neutral
stu_KHMHV6549P,11,a latio,7.0,latino
stu_KHMHV6549P,12,a helper,44.0,positive
stu_KHMHV6549P,13,a fan,48.0,none
stu_KHMHV6549P,14,a typer,27.0,neutral
stu_KHMHV6549P,15,a book worm,25.0,neutral
stu_KHMHV6549P,16,a 12 yearold,4.0,12
stu_KHMHV6549P,17,a smartie,43.0,positive
stu_KZEBH3470C,1,my favorite color is pink almost everything I own is pink.,24.0,positive
stu_KZEBH3470C,2,I'm Brazilian.,7.0,brazilian
stu_KZEBH3470C,3,I am an overthinker at times.,45.0,negative
stu_KZEBH3470C,4,I do dance.,26.0,neutral
stu_KZEBH3470C,5,I am a girl.,2.0,girl
stu_KZEBH3470C,6,I workout every week.,29.0,neutral
stu_KZEBH3470C,7,My favorite food is rice.,24.0,positive
stu_KZEBH3470C,8,I have glasses.,35.0,neutral
stu_KZEBH3470C,9,My hair is dyed to be pink but now is blonde.,35.0,neutral
stu_KZEBH3470C,10,I speak Portuguese.,31.0,neutral
stu_KZEBH3470C,11,I'm not athletic,43.0,neutral
stu_KZEBH3470C,12,I like writing.,25.0,positive
stu_KZEBH3470C,12,I like writing.,24.0,positive
stu_KZEBH3470C,13,I'm not strong in math,25.0,negative
stu_KZEBH3470C,14,I am more strong in English.,25.0,positive
stu_KZEBH3470C,14,I am more strong in English.,14.0,positive
stu_KZEBH3470C,15,Pronouns are she/her.,2.0,she/her
stu_KZEBH3470C,16,I'm straight.,3.0,straight
stu_KZEBH3470C,17,I stress a lot over little things.,45.0,negative
stu_KZEBH3470C,18,I'm hard on myself.,45.0,neutal
stu_KZEBH3470C,19,I get nervous.,45.0,neutral
stu_KZEBH3470C,20,I was stressed about answering these questions.,47.0,negative
stu_LLHUT8775H,2,human,21.0,none
stu_LLHUT8775H,2,grown kid,4.0,child
stu_LLHUT8775H,4,someone,21.0,none
stu_LLHUT8775H,4,person,21.0,none
stu_LLHUT8775H,6,somebody,19.0,none
stu_LLHUT8775H,6,kid,22.0,child
stu_LLHUT8775H,6,kid,4.0,child
stu_LLHUT8775H,8,someone you don't know,48.0,none
stu_LLHUT8775H,8,girl,2.0,girl
stu_LLHUT8775H,10,lady,2.0,girl
stu_LLHUT8775H,10,somebody you don't know,20.0,none
stu_LLHUT8775H,12,woman,2.0,woman
stu_LLHUT8775H,12,student,14.0,neutral
stu_LLHUT8775H,14,someone you will or not meet,48.0,none
stu_LLHUT8775H,14,not a monster,40.0,positive
stu_LLHUT8775H,16,not an animal,48.0,none
stu_LLHUT8775H,16,somebody you will or not meet,20.0,none
stu_LLHUT8775H,18,not an alien,21.0,none
stu_LLHUT8775H,18,normal kid,46.0,neutral
stu_LLHUT8775H,18,normal kid,4.0,child
stu_LLHUT8775H,18,normal kid,22.0,child
stu_LLHUT8775H,20,little kid,22.0,child
stu_LLHUT8775H,20,little kid,4.0,child
stu_LLHUT8775H,20,normal human,46.0,neutral
stu_LLHUT8775H,20,normal human,21.0,none
stu_LMIGF8560S,1,smart,43.0,positive
stu_LMIGF8560S,2,strong,35.0,positive
stu_LMIGF8560S,3,confident,43.0,positive
stu_LMIGF8560S,4,brave,43.0,positive
stu_LMIGF8560S,5,kindly,44.0,positive
stu_LMIGF8560S,6,tall,35.0,neutral
stu_LMIGF8560S,7,confident,45.0,positive
stu_LMIGF8560S,8,respectful,40.0,positive
stu_LMIGF8560S,9,young,4.0,child
stu_LMIGF8560S,10,handsome,35.0,positive
stu_LMIGF8560S,11,playful,44.0,positive
stu_LMIGF8560S,12,anoying sometimes,46.0,negative
stu_LMIGF8560S,13,patient,45.0,positive
stu_LMIGF8560S,14,participater,31.0,neutral
stu_LMIGF8560S,15,sportful,29.0,neutral
stu_LMIGF8560S,16,focus,48.0,none
stu_LMIGF8560S,17,courage,48.0,none
stu_LMIGF8560S,18,anime watcher,31.0,neutral
stu_LMIGF8560S,19,motivator,44.0,positive
stu_LMIGF8560S,20,I love every class,14.0,positive
stu_LOGLA0073Z,1,I am a video game developer,28.0,neutral
stu_LOGLA0073Z,2,I am a 6th grader in [school name],22.0,6thgrade
stu_LOGLA0073Z,2,I am a 6th grader in [school name],4.0,6thgrade
stu_LOGLA0073Z,2,I am a 6th grader in [school name],14.0,neutral
stu_LOGLA0073Z,3,I am a person that plays video games,28.0,neutral
stu_LOGLA0073Z,4,I am somebody who completed Lexia early.,14.0,positive
stu_LOGLA0073Z,5,I am somebody that finished Mathia early,47.0,neutral
stu_LOGLA0073Z,6,I am brave,43.0,positive
stu_LOGLA0073Z,7,I am somebody that is in [honor society name],25.0,neutral
stu_LOGLA0073Z,8,I am somebody that is frustrated with Mathstream.,47.0,negative
stu_LOGLA0073Z,9,I am somebody that enjoys math.,25.0,positive
stu_LOGLA0073Z,9,I am somebody that enjoys math.,24.0,positive
stu_LOGLA0073Z,10,I am someone that loves reading.,25.0,positive
stu_LOGLA0073Z,10,I am someone that loves reading.,24.0,positive
stu_LOGLA0073Z,11,I am somebody that loves speaking my mind about problems.,41.0,positive
stu_LOGLA0073Z,11,I am somebody that loves speaking my mind about problems.,24.0,positive
stu_LOGLA0073Z,12,I am somebody that won an eversource challenge,43.0,positive
stu_LOGLA0073Z,13,I am somebody that finished cub scouts,43.0,positive
stu_LOGLA0073Z,14,I am somebody that got [ranking] place in the pinewood derby,29.0,neutral
stu_LOGLA0073Z,15,I am somebody who has an amazing family,12.0,positive
stu_LOGLA0073Z,16,I am funny.,46.0,positive
stu_LOGLA0073Z,17,I am someone that is distracted easily,41.0,negative
stu_LOGLA0073Z,18,I am someone that has awesome friends.,10.0,positive
stu_LOGLA0073Z,19,I am somebody that is extremely curious in science.,25.0,positive
stu_LOGLA0073Z,20,I am somebody that loves lots of music.,26.0,positive
stu_LOGLA0073Z,20,I am somebody that loves lots of music.,24.0,positive
stu_LZYOJ9601W,1,I 'am smart,43.0,positive
stu_LZYOJ9601W,2,I' am calm,45.0,neutral
stu_LZYOJ9601W,3,I 'am tall,35.0,neutral
stu_LZYOJ9601W,4,I'am funny,45.0,positive
stu_LZYOJ9601W,5,I'am like sports,24.0,positive
stu_LZYOJ9601W,6,I'am like gril,48.0,none
stu_LZYOJ9601W,7,I 'dont like to listen,45.0,negative
stu_LZYOJ9601W,8,I like  play soccer,29.0,positive
stu_LZYOJ9601W,8,I like  play soccer,24.0,positive
stu_LZYOJ9601W,9,"I, like shoes",24.0,positive
stu_LZYOJ9601W,10,I love my sicience class,25.0,positive
stu_LZYOJ9601W,10,I love my sicience class,24.0,positive
stu_LZYOJ9601W,11,I'm pretty,35.0,positive
stu_LZYOJ9601W,12,I'm beliver,5.0,none
stu_LZYOJ9601W,13,"I,m like phone",24.0,positive
stu_LZYOJ9601W,14,"I,m like eat",48.0,none
stu_LZYOJ9601W,15,"""I'm like music",24.0,positive
stu_LZYOJ9601W,16,"I,m like christiano ronaldo",24.0,positive
stu_LZYOJ9601W,17,"I,m like cardi b",45.0,neutral
stu_LZYOJ9601W,18,"I,m like hati foods",24.0,positive
stu_LZYOJ9601W,19,"i,m like wachtings movies",31.0,positive
stu_LZYOJ9601W,19,"i,m like wachtings movies",24.0,positive
stu_LZYOJ9601W,20,"I,m like gentil",48.0,none
stu_MHVWW3327H,1,a boy,2.0,boy
stu_MHVWW3327H,2,a base ball player,29.0,neutral
stu_MHVWW3327H,3,a kid,22.0,child
stu_MHVWW3327H,3,a kid,4.0,child
stu_MHVWW3327H,4,I want to be a author,13.0,neutral
stu_MHVWW3327H,5,I think I am funny,45.0,positive
stu_MHVWW3327H,6,happy,45.0,positive
stu_MHVWW3327H,7,a person,21.0,none
stu_MHVWW3327H,8,a math guy,25.0,neutral
stu_MHVWW3327H,8,a math guy,2.0,boy
stu_MHVWW3327H,9,a ELA guy,14.0,neutral
stu_MHVWW3327H,10,I like to draw,26.0,positive
stu_MHVWW3327H,10,I like to draw,24.0,positive
stu_MHVWW3327H,11,I to play video games,28.0,neutral
stu_MHVWW3327H,12,I like to play with my friends,14.0,positive
stu_MHVWW3327H,12,I like to play with my friends,10.0,positive
stu_MHVWW3327H,13,I like to play with my family,24.0,positive
stu_MHVWW3327H,13,I like to play with my family,12.0,positive
stu_MHVWW3327H,14,I only drink water,31.0,neutral
stu_MHVWW3327H,15,I really like fries,24.0,positive
stu_MHVWW3327H,16,I really like bacon,24.0,positive
stu_MHVWW3327H,17,I really like breakfast food,24.0,positive
stu_MHVWW3327H,18,I really like brunch,24.0,positive
stu_MHVWW3327H,19,I like amusement parks,24.0,positive
stu_MHVWW3327H,20,I like super hero's (Spider man,24.0,positive
stu_MXXDK3270V,1,I am young black girl.,6.0,black
stu_MXXDK3270V,1,I am young black girl.,2.0,girl
stu_MXXDK3270V,1,I am young black girl.,4.0,young
stu_MXXDK3270V,2,I am a student at [school name] Middle School.,22.0,middleschooler
stu_MXXDK3270V,2,I am a student at [school name] Middle School.,14.0,neutral
stu_MXXDK3270V,3,I am cape verden.,7.0,cape verdean
stu_MXXDK3270V,4,I'm someone who loves to dance.,26.0,positive
stu_MXXDK3270V,4,I'm someone who loves to dance.,24.0,positive
stu_MXXDK3270V,5,I'm someone who wants [city name of school] to be a better place.,47.0,neutral
stu_MXXDK3270V,6,I am someone who loves my family,24.0,positive
stu_MXXDK3270V,6,I am someone who loves my family,12.0,positive
stu_MXXDK3270V,7,I am a hardworking young girl,41.0,positive
stu_MXXDK3270V,7,I am a hardworking young girl,2.0,girl
stu_MXXDK3270V,7,I am a hardworking young girl,4.0,young
stu_MXXDK3270V,8,I am someone who has good grades,14.0,positive
stu_MXXDK3270V,9,I am someone who would love to be a better person and just have a good life with being me.,41.0,positive
stu_MXXDK3270V,9,I am someone who would love to be a better person and just have a good life with being me.,19.0,none
stu_MXXDK3270V,10,I am someone who is emotional.,45.0,neutral
stu_MXXDK3270V,11,I am someone who likes basketball.,24.0,positive
stu_MXXDK3270V,12,I am someone who likes being alone.,44.0,neutral
stu_MXXDK3270V,13,I am someone who would do anything to save the people important in my life.,44.0,positive
stu_MXXDK3270V,13,I am someone who would do anything to save the people important in my life.,41.0,positive
stu_MXXDK3270V,14,I am someone who is a big sister maybe not the best but I am a sister.,12.0,negative
stu_MXXDK3270V,14,I am someone who is a big sister maybe not the best but I am a sister.,2.0,girl
stu_MXXDK3270V,15,I am someone who likes to help people,44.0,positive
stu_MXXDK3270V,16,I am someone who wants everyone to be peaceful.,42.0,none
stu_MXXDK3270V,17,"I am a daughter, cousin, sister.",12.0,neutral
stu_MXXDK3270V,17,"I am a daughter, cousin, sister.",2.0,girl
stu_MXXDK3270V,18,I am someone who wants to have fame,41.0,positive
stu_MXXDK3270V,19,"I am someone who is active, and energetic.",44.0,positive
stu_MXXDK3270V,20,"I am someone who loves people, clothes, shoes, and once I heard the question who am I, I didn't know but I finally found my true self.",24.0,positive
stu_MXXDK3270V,20,"I am someone who loves people, clothes, shoes, and once I heard the question who am I, I didn't know but I finally found my true self.",19.0,none
stu_NEKRF5472J,1,student,14.0,neutral
stu_NEKRF5472J,2,kind,44.0,positive
stu_NEKRF5472J,3,respectful,44.0,positive
stu_NEKRF5472J,4,responsible,43.0,positive
stu_NEKRF5472J,5,loyal,40.0,positive
stu_NEKRF5472J,6,CV,48.0,none
stu_NEKRF5472J,7,hardworking,41.0,positive
stu_NEKRF5472J,8,smart,43.0,positive
stu_NEKRF5472J,9,caring,44.0,positive
stu_NEKRF5472J,10,creative,43.0,positive
stu_NEKRF5472J,11,A kid,4.0,child
stu_NEKRF5472J,12,a friend,10.0,neutral
stu_NEKRF5472J,13,a daughter,12.0,neutral
stu_NEKRF5472J,13,a daughter,2.0,girl
stu_NEKRF5472J,14,nice,44.0,positive
stu_NEKRF5472J,15,brave,41.0,positive
stu_NEKRF5472J,16,achiever,41.0,positive
stu_NEKRF5472J,17,listener,44.0,positive
stu_NEKRF5472J,18,leader,44.0,positive
stu_NEKRF5472J,19,awesome,43.0,positive
stu_NEKRF5472J,20,intelligent,43.0,positive
stu_NOZOJ9789V,1,artistic,43.0,positive
stu_NOZOJ9789V,2,kind,44.0,positive
stu_NOZOJ9789V,3,funny,45.0,positive
stu_NOZOJ9789V,4,nice,44.0,positive
stu_NOZOJ9789V,5,friendly,44.0,positive
stu_NOZOJ9789V,6,boring,46.0,negative
stu_NOZOJ9789V,7,short,35.0,neutral
stu_NOZOJ9789V,8,smart,43.0,positive
stu_NOZOJ9789V,9,a person,21.0,none
stu_NOZOJ9789V,10,not tall,35.0,neutral
stu_NOZOJ9789V,11,white,6.0,white
stu_NOZOJ9789V,12,American,8.0,american
stu_NOZOJ9789V,13,Germen,7.0,german
stu_NOZOJ9789V,14,Irish,7.0,irish
stu_NOZOJ9789V,15,British,8.0,british
stu_NOZOJ9789V,16,Portuguese,7.0,portuguese
stu_NOZOJ9789V,17,Ukrainian,7.0,ukrainian
stu_NOZOJ9789V,18,Blind,36.0,neutral
stu_NOZOJ9789V,19,I like the Dallas Mavericks,24.0,positive
stu_NOZOJ9789V,20,I like Luka Doncic,24.0,positive
stu_OOZVD2952W,1,Gymnast,29.0,neutral
stu_OOZVD2952W,2,I am a student at the [school name] middle school in [city name].,14.0,neutral
stu_OOZVD2952W,2,I am a student at the [school name] middle school in [city name].,9.0,[cityname]
stu_OOZVD2952W,3,Dancer,26.0,neutral
stu_OOZVD2952W,4,Flexible with my back.,35.0,neutral
stu_OOZVD2952W,5,Kind,44.0,positive
stu_OOZVD2952W,6,I am an honors student.,25.0,positive
stu_OOZVD2952W,6,I am an honors student.,14.0,neutral
stu_OOZVD2952W,7,I love the warm weather and summer.,24.0,positive
stu_OOZVD2952W,8,Honest,40.0,positive
stu_OOZVD2952W,9,Responsible,40.0,positive
stu_OOZVD2952W,10,I am a hard worker.,41.0,positive
stu_OOZVD2952W,11,I love swimming.,29.0,positive
stu_OOZVD2952W,11,I love swimming.,24.0,positive
stu_OOZVD2952W,12,I love the beach,24.0,positive
stu_OOZVD2952W,13,I am exided for the interview.,47.0,positive
stu_OOZVD2952W,14,I love doing dance and gymnastics.,29.0,positive
stu_OOZVD2952W,14,I love doing dance and gymnastics.,24.0,positive
stu_OOZVD2952W,14,I love doing dance and gymnastics.,26.0,positive
stu_OOZVD2952W,15,Loyal,44.0,positive
stu_OOZVD2952W,16,I love cookie dough.,24.0,positive
stu_OOZVD2952W,17,I love coking.,31.0,positive
stu_OOZVD2952W,17,I love coking.,24.0,positive
stu_OOZVD2952W,18,I love baking.,24.0,positive
stu_OOZVD2952W,19,My favorite color is purple.,24.0,positive
stu_OOZVD2952W,20,My favorite drink is water.,24.0,positive
stu_PJBLR5239H,1,I am a athlete,29.0,neutral
stu_PJBLR5239H,2,I am a guy,2.0,boy
stu_PJBLR5239H,3,I am a middle schooler,22.0,middleschooler
stu_PJBLR5239H,3,I am a middle schooler,14.0,neutral
stu_PJBLR5239H,4,I am a child,4.0,child
stu_PJBLR5239H,5,I am a gamer,28.0,neutral
stu_PJBLR5239H,6,I am a wrestler,29.0,neutral
stu_PJBLR5239H,7,I am a singer,26.0,neutral
stu_PJBLR5239H,8,I am a theater person,26.0,neutral
stu_PJBLR5239H,9,I am a candy person,22.0,candy person
stu_PJBLR5239H,10,I am a kind guy,44.0,positive
stu_PJBLR5239H,10,I am a kind guy,2.0,boy
stu_PJBLR5239H,11,I am a artist,26.0,neutral
stu_PJBLR5239H,12,I am a reader,25.0,neutral
stu_PJBLR5239H,13,I am a talker,44.0,neutral
stu_PJBLR5239H,14,I am caring,44.0,positive
stu_PJBLR5239H,15,I am active,44.0,neutral
stu_PJBLR5239H,16,I am a yard work guy,31.0,neutral
stu_PJBLR5239H,16,I am a yard work guy,2.0,boy
stu_PJBLR5239H,17,I am a summer guy,24.0,positive
stu_PJBLR5239H,17,I am a summer guy,2.0,boy
stu_PJBLR5239H,18,I am a pool guy,31.0,neutral
stu_PJBLR5239H,18,I am a pool guy,2.0,boy
stu_PJBLR5239H,19,I am a band guy,26.0,positive
stu_PJBLR5239H,19,I am a band guy,2.0,boy
stu_PJBLR5239H,20,I am a gym guy,29.0,neutral
stu_PJBLR5239H,20,I am a gym guy,2.0,boy
stu_PMXEL5291N,1,i like fortnite,28.0,positive
stu_PMXEL5291N,1,i like fortnite,24.0,positive
stu_PMXEL5291N,2,i play warzone,28.0,neutral
stu_PMXEL5291N,3,i play soccer,29.0,neutral
stu_PMXEL5291N,4,my favorite player is RONALDO,24.0,positive
stu_PMXEL5291N,5,i'm black,6.0,black
stu_PMXEL5291N,6,im from haiti,7.0,haitian
stu_PMXEL5291N,7,my name is [first name] people call me [nickname/first name],5.0,none
stu_PMXEL5291N,8,i like girl not boy,3.0,like girls
stu_PMXEL5291N,9,nobody love me,46.0,negative
stu_PMXEL5291N,10,i like baskettball,24.0,postive
stu_PMXEL5291N,11,i think lebron james is good,24.0,positive
stu_PMXEL5291N,12,i have a lot of hair,35.0,neutral
stu_PMXEL5291N,13,my favorite color is red and black,24.0,positive
stu_PMXEL5291N,14,im 13,4.0,13 years old
stu_PMXEL5291N,15,im nice sometime,44.0,positive
stu_PMXEL5291N,16,i like school,24.0,positive
stu_PMXEL5291N,16,i like school,14.0,positive
stu_PMXEL5291N,17,i have a ps4,32.0,none
stu_PMXEL5291N,18,i like math,25.0,positive
stu_PMXEL5291N,18,i like math,24.0,positive
stu_PMXEL5291N,19,im good at math,25.0,positive
stu_PMXEL5291N,19,im good at math,14.0,positive
stu_PMXEL5291N,20,i like fufu,24.0,positive
stu_PPZYX6964Q,1,I am a male,1.0,male
stu_PPZYX6964Q,2,I am white,6.0,white
stu_PPZYX6964Q,3,I am 12,4.0,12 years old
stu_PPZYX6964Q,4,I am a student at [middle school name],14.0,neutral
stu_PPZYX6964Q,5,I am a sixth grader,22.0,6thgrade
stu_PPZYX6964Q,5,I am a sixth grader,4.0,6thgrade
stu_PPZYX6964Q,5,I am a sixth grader,14.0,neutral
stu_PPZYX6964Q,6,I am a only child,12.0,neutral
stu_PPZYX6964Q,7,I like to cook,31.0,positive
stu_PPZYX6964Q,7,I like to cook,24.0,positive
stu_PPZYX6964Q,8,I like to ride dirt bikes,31.0,positive
stu_PPZYX6964Q,8,I like to ride dirt bikes,24.0,positive
stu_PPZYX6964Q,9,I am working on a old car that I own,32.0,neutral
stu_PPZYX6964Q,9,I am working on a old car that I own,31.0,neutral
stu_PPZYX6964Q,10,I like watching movies,31.0,positive
stu_PPZYX6964Q,10,I like watching movies,24.0,positive
stu_PPZYX6964Q,11,I love listening to music,24.0,positive
stu_PPZYX6964Q,12,My favorite artist is Eminem,24.0,positive
stu_PPZYX6964Q,13,I like cars,24.0,positive
stu_PPZYX6964Q,14,my favorite drink is a Shirley temple,24.0,positive
stu_PPZYX6964Q,15,I like to go to my house in Florida,31.0,positive
stu_PPZYX6964Q,15,I like to go to my house in Florida,24.0,positive
stu_PPZYX6964Q,16,I love animals,24.0,positive
stu_PPZYX6964Q,17,I own a bearded dragon,32.0,neutral
stu_PPZYX6964Q,18,I love reptiles,24.0,positive
stu_PPZYX6964Q,19,I want a snake,33.0,none
stu_PPZYX6964Q,20,I am looking for a new dirt bike,33.0,none
stu_RCLUW4235R,1,I am a 7th grade student,22.0,seventhgrader
stu_RCLUW4235R,1,I am a 7th grade student,14.0,neutral
stu_RCLUW4235R,2,I play softball,29.0,neutral
stu_RCLUW4235R,3,I like to shop,24.0,positive
stu_RCLUW4235R,4,I shop online a lot,27.0,neutral
stu_RCLUW4235R,5,I am a girl,2.0,girl
stu_RCLUW4235R,6,I play on a top softball club team,29.0,positive
stu_RCLUW4235R,7,I am a older sister,12.0,neutral
stu_RCLUW4235R,7,I am a older sister,2.0,girl
stu_RCLUW4235R,8,I am tried,47.0,neutral
stu_RCLUW4235R,9,I am a volleyball player,29.0,neutral
stu_RCLUW4235R,10,I am a not a boy,2.0,not a boy
stu_RCLUW4235R,11,I am baptized,16.0,religious
stu_RCLUW4235R,12,I am not tall,35.0,neutral
stu_RCLUW4235R,13,I am a leader,46.0,positive
stu_RCLUW4235R,14,I am obsessed with scary things,24.0,neutral
stu_RCLUW4235R,15,I am interested in being a nurse,13.0,positive
stu_RCLUW4235R,16,I am stress at answering these,47.0,negative
stu_RCLUW4235R,17,I am not a cat person,24.0,negative
stu_RCLUW4235R,18,I am catcher,29.0,neutral
stu_RCLUW4235R,19,I am a dog person,22.0,dog person
stu_RCLUW4235R,20,I am a third basemen,29.0,neutral
stu_RFYCX7752L,1,A kind person,44.0,positive
stu_RFYCX7752L,2,A basketball player,29.0,positive
stu_RFYCX7752L,3,A nice person,44.0,nonepositive
stu_RFYCX7752L,3,A nice person,21.0,nonepositive
stu_RFYCX7752L,4,A smart person,43.0,positive
stu_RFYCX7752L,5,A respectful person,40.0,positive
stu_RKOSD6492Q,1,I'm a 7th grade student.,22.0,7thgrade
stu_RKOSD6492Q,1,I'm a 7th grade student.,4.0,7thgrade
stu_RKOSD6492Q,1,I'm a 7th grade student.,14.0,neutral
stu_RKOSD6492Q,2,I do competitive ice skating.,29.0,neutral
stu_RKOSD6492Q,3,I do musical theater.,26.0,neutral
stu_RKOSD6492Q,4,I do tap dancing.,26.0,neutral
stu_RKOSD6492Q,5,I like to sing.,26.0,positive
stu_RKOSD6492Q,5,I like to sing.,24.0,positive
stu_RKOSD6492Q,6,I knew how to sew.,30.0,neutral
stu_RKOSD6492Q,7,I like harry potter,24.0,positive
stu_RKOSD6492Q,8,I am the younger sibling.,12.0,neutral
stu_RKOSD6492Q,8,I am the younger sibling.,4.0,child
stu_RKOSD6492Q,9,I have 1 sister. Her name is [first name],12.0,neutral
stu_RKOSD6492Q,10,I am 12 years old.,4.0,12
stu_RKOSD6492Q,11,My dream is to be an actress.,26.0,neutral
stu_RKOSD6492Q,11,My dream is to be an actress.,13.0,positive
stu_RKOSD6492Q,12,I am a young female.,4.0,young
stu_RKOSD6492Q,12,I am a young female.,1.0,female
stu_RKOSD6492Q,13,I am a part in my schools [club name] club.,14.0,neutral
stu_RKOSD6492Q,14,I hope to go to [school name] for high school.,14.0,positive
stu_RKOSD6492Q,15,I would like to go to [college name] collage.,14.0,positive
stu_RKOSD6492Q,16,I have long brown hair.,35.0,neutral
stu_RKOSD6492Q,17,I am in 2 musicals at the moment.,26.0,neutral
stu_RKOSD6492Q,18,I am very friendly and alert.,44.0,positive
stu_RKOSD6492Q,19,I am 50% Porto Rican.,7.0,puerto rican
stu_RKOSD6492Q,20,I try my best in all classes.,41.0,positive
stu_RKOSD6492Q,20,I try my best in all classes.,14.0,positive
stu_RWMXK6270S,1,I am a 7th grader,22.0,7thgrade
stu_RWMXK6270S,1,I am a 7th grader,4.0,7thgrade
stu_RWMXK6270S,1,I am a 7th grader,14.0,neutral
stu_RWMXK6270S,2,I am a soccer player,29.0,neutral
stu_RWMXK6270S,3,I am the oldest brother,12.0,neutral
stu_RWMXK6270S,3,I am the oldest brother,2.0,boy
stu_RWMXK6270S,4,I am a gamer,28.0,neutral
stu_RWMXK6270S,5,I am creative,43.0,positive
stu_RWMXK6270S,6,I am a christian,16.0,christian
stu_RWMXK6270S,7,I believe in god,15.0,religious
stu_RWMXK6270S,8,I am tired of school,47.0,negative
stu_RWMXK6270S,9,I am who I wanna be.,42.0,positive
stu_RWMXK6270S,10,I am african american,8.0,african american
stu_RWMXK6270S,11,I am nigerian,7.0,nigerian
stu_RWMXK6270S,12,I am the person that will make it pro in a sport,41.0,positive
stu_RWMXK6270S,13,I am a person that plays football,29.0,neutral
stu_RWMXK6270S,13,I am a person that plays football,21.0,none
stu_RWMXK6270S,14,I am good at every sport.,43.0,positive
stu_RWMXK6270S,14,I am good at every sport.,29.0,positive
stu_RWMXK6270S,15,I am the guy who owns a mansion in nigeria,32.0,none
stu_RWMXK6270S,15,I am the guy who owns a mansion in nigeria,2.0,boy
stu_RWMXK6270S,16,I am a guy who is very good pvp player on mobile.,28.0,positive
stu_RWMXK6270S,16,I am a guy who is very good pvp player on mobile.,2.0,boy
stu_RWMXK6270S,17,I am fighter,41.0,positive
stu_RWMXK6270S,18,I am a guy who promotes grading teachers.,48.0,none
stu_RWMXK6270S,18,I am a guy who promotes grading teachers.,2.0,boy
stu_RWMXK6270S,19,I am a swimmer.,29.0,neutral
stu_RWMXK6270S,20,I play midfielder in soccer.,29.0,neutral
stu_RYJDD8400B,1,I am a 7th grade student.,22.0,7thgrade
stu_RYJDD8400B,1,I am a 7th grade student.,4.0,7thgrade
stu_RYJDD8400B,1,I am a 7th grade student.,14.0,neutral
stu_RYJDD8400B,2,I am a girl.,2.0,girl
stu_RYJDD8400B,3,I am hardworking.,41.0,positive
stu_RYJDD8400B,4,I am next to [first name + last initial].,47.0,neutral
stu_RYJDD8400B,5,I am a person that loves animal.,24.0,positive
stu_RYJDD8400B,6,I am stressed about figuring out what to put for an answer.,47.0,negative
stu_RYJDD8400B,7,I am looking forward to summer.,47.0,positive
stu_RYJDD8400B,8,I am excited for a $5 giftcard.,47.0,positive
stu_RYJDD8400B,9,I am hungry.,47.0,neutral
stu_RYJDD8400B,10,I am trying to become a vet.,13.0,neutral
stu_RYJDD8400B,11,I am am trying hard to achieve my goals.,41.0,positive
stu_RYJDD8400B,12,I am trying my best in school.,41.0,positive
stu_RYJDD8400B,12,I am trying my best in school.,14.0,positive
stu_RYJDD8400B,13,I am an only child.,12.0,neutral
stu_RYJDD8400B,14,I am fun to hang out with.,46.0,positive
stu_RYJDD8400B,15,I am trustworthy.,46.0,positive
stu_RYJDD8400B,15,I am trustworthy.,40.0,positive
stu_RYJDD8400B,16,I am loyal.,40.0,positive
stu_RYJDD8400B,17,I am a good friend.,40.0,positive
stu_RYJDD8400B,17,I am a good friend.,10.0,positive
stu_RYJDD8400B,18,I am short.,35.0,neutral
stu_RYJDD8400B,19,I am always wearing crocs.,47.0,neutral
stu_RYJDD8400B,20,"I am in love with the color green, black, and beige.",24.0,positive
stu_SJVEV0642E,1,I am a 7th grade Honors student.,22.0,7thgrade
stu_SJVEV0642E,1,I am a 7th grade Honors student.,4.0,7thgrade
